dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,tema,indexacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,regime,assuntoGeral,norma,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,linksOrigem,acompanhamento,local,arquivamento,autoresEstruturados,observacao,legislacaoCitada,linkLegislacao.url,linkLegislacao.rotulo,tipoTramitacao.codigo,tipoTramitacao.nome,tipoTramitacao.listaFaseTramitacao,faseAtual.codTipoTramitacao,faseAtual.codigo,faseAtual.nome,faseAtual.ordem,faseAtual.descricao
Remissivo,PROJETO DE LEI,PL,1981,1985,DEPUTADO MÁRIO PACHECO                     PDS,"DECLARA DE UTILIDADE PÚBLICA A FUNDAÇÃO DE APOIO UNIVERSITÁRIO -
FAU, COM SEDE EM UBERLÂNDIA.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, UBERLÂNDIA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1985-11-22,000147376,PL. 1981 1985 - PROJETO DE LEI,2113,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 9164 1986 - LEI ORDINÁRIA,20120126,1027,rosanacf,1985-11-20,"list(passo = 1, data = ""1985-11-20"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 29 11 1985\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 21 3 1986\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 11 4 1986\nREDAÇÃO FINAL\nAPROVAÇÃO: 17 4 1986\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ROBERTO LUIZ SOARES\nPUBLICAÇÃO: 13 3 1986\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 27 3 1986\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JAIRO MAGALHÃES ALVES\nPUBLICAÇÃO: 23 4 1986\nSANCIONADO\nPUBLICAÇÃO DA LEI: 3 5 1986"")",list(),list(),NULL,N,NA,NA,"list(id = 2113, nome = ""DEPUTADO MÁRIO PACHECO"", partido = ""PDS"")",NA,NA,/legislacao/mineira/LEI/9164/1986,LEI 9164 1986 - LEI ORDINÁRIA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1980,1985,DEPUTADO SÉRGIO EMÍLIO                     PMDB,"DÁ A DENOMINAÇÃO DE POLICLÍNICA DE SAÚDE DR. ORLANDO CALAZANS RIBEIRO À
POLICLÍNICA SITUADA NA RUA FELIPE DE VASCONCELOS, EM SETE LAGOAS, E
PERTENCENTE À SECRETARIA DE ESTADO DA SAÚDE.",NA,"DENOMINAÇÃO, POLICLÍNICA, MUNICÍPIO, SETE LAGOAS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1985-11-22,000147377,PL. 1980 1985 - PROJETO DE LEI,2052,NA,PRÓPRIO PÚBLICO,LEI 9211 1986 - LEI ORDINÁRIA,20120423,1607,rosanacf,1985-11-20,"list(passo = 1, data = ""1985-11-20"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 30 11 1985\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 5 5 1986\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 28 5 1986\nREDAÇÃO FINAL\nAPROVAÇÃO: 4 6 1986\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ROBERTO LUIZ SOARES\nPUBLICAÇÃO: 23 4 1986\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 23 5 1986\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ PEREIRA\nPUBLICAÇÃO: 10 6 1986\nSANCIONADO\nPUBLICAÇÃO DA LEI: 26 6 1986"")",list(),list(),NULL,N,NA,NA,"list(id = 2052, nome = ""DEPUTADO SÉRGIO EMÍLIO"", partido = ""PMDB"")",NA,NA,/legislacao/mineira/LEI/9211/1986,LEI 9211 1986 - LEI ORDINÁRIA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1969,1985,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A DOAR IMÓVEL QUE MENCIONA AO MUNICÍPIO
DE CÁSSIA.",NA,"AUTORIZAÇÃO, EXECUTIVO, DOAÇÃO, IMÓVEL, MUNICÍPIO, CÁSSIA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1985-11-20,000147394,PL. 1969 1985 - PROJETO DE LEI,,NA,IMÓVEL,LEI 9126 1986 - LEI ORDINÁRIA,20120529,1719,rosanacf,1985-11-18,"list(passo = 1, data = ""1985-11-18"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 12 3 1986\nREDAÇÃO FINAL\nAPROVAÇÃO: 14 3 1986\nCOMISSÕES:\nJUSTIÇA, ECONOMIA E FINANÇAS - REUNIÃO CONJUNTA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. JOSÉ MOISÉS\nPUBLICAÇÃO: 8 3 1986\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ MOISÉS\nPUBLICAÇÃO: 18 3 1986\nSANCIONADO\nPUBLICAÇÃO DA LEI: 8 4 1986"")",list(),list(),"list(descricao = ""MSG 871 1985"")",N,NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/9126/1986,LEI 9126 1986 - LEI ORDINÁRIA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1957,1985,DEPUTADO MARCOS TITO                       MDB,"DÁ AO FÓRUM DA COMARCA DE PASSA-QUATRO O NOME DE FÓRUM PRESIDENTE
TANCREDO NEVES.",NA,NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1985-11-19,000147400,PL. 1957 1985 - PROJETO DE LEI,1476,DELIBERAÇÃO DE PLENÁRIO,NA,NA,20090731,1159,drumo,1985-11-14,"list(passo = 1, data = ""1985-11-14"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO:\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 30 11 1985\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,ARQUIVO,19870131,"list(id = 1476, nome = ""DEPUTADO MARCOS TITO"", partido = ""MDB"")",NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1956,1985,DEPUTADO CLEBER LIMA                       PMDB,"AUTORIZA O GOVERNO DO ESTADO A CONCEDER ISENÇÃO DE TAXA DE ÁGUA E
DÁ OUTRAS PROVIDÊNCIAS.
(ISENÇÃO AO USUÁRIO: A) COMPROVADAMENTE POBRE; B) DESEMPREGADO;
C) COM CONSUMO CORRESPONDENTE A TAXA MÍNIMA; D) ARRIMO DE FAMÍLIA.
CONSTRUÇÃO DE LAVANDERIAS COMUNITÁRIAS NOS BAIRROS CARENTES E NAS
FAVELAS. INSTALAÇÃO DE CHAFARIZES COLETIVOS NOS BAIRROS OU
LOGRADOUROS PÚBLICOS NÃO ATENDIDOS PELA COPASA).",NA,NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1985-11-19,000147401,PL. 1956 1985 - PROJETO DE LEI,3390,DELIBERAÇÃO DE PLENÁRIO,NA,NA,20090731,1131,drumo,1985-11-14,"list(passo = 1, data = ""1985-11-14"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,ARQUIVO,19870131,"list(id = 3390, nome = ""DEPUTADO CLEBER LIMA"", partido = ""PMDB"")",NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1940,1985,DEPUTADO SÍLVIO MITRE                      PSDB,"DÁ A DENOMINAÇÃO DE DIRCE MOURA LEITE À ESCOLA ESTADUAL MADRE MARIA
LUISA HARTZER, DA CIDADE DE ALFENAS.",NA,"ALTERAÇÃO, DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, ALFENAS.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1985-11-15,000147416,PL. 1940 1985 - PROJETO DE LEI,2815,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,20120423,1608,rosanacf,1985-11-13,"list(passo = 1, data = ""1985-11-13"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 13 11 1986\nARQUIVADO, FINAL DE LEGISLATURA.\nDESARQUIVADO A REQUERIMENTO DO AUTOR, EM 11 4 1987.\nRECEBEU O NÚMERO PL 59 1987."")","list(expressao = ""(PL adj '59' adj 1987[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 59 1987"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%2759%27+adj+1987%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 59, ano = 1987)",list(),NULL,N,ARQUIVO,19870131,"list(id = 2815, nome = ""DEPUTADO SÍLVIO MITRE"", partido = ""PSDB"")",NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1939,1985,DEPUTADO ANTÔNIO FARIA                     PMDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO VARGINHENSE DE
CONHECEDORES DE PLANTAS MEDICINAIS, COM SEDE EM VARGINHA-MG.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, VARGINHA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1985-11-15,000147417,PL. 1939 1985 - PROJETO DE LEI,2230,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 9165 1986 - LEI ORDINÁRIA,20120126,1027,rosanacf,1985-11-13,"list(passo = 1, data = ""1985-11-13"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 30 11 1985\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 21 3 1986\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 11 4 1986\nREDAÇÃO FINAL\nAPROVAÇÃO: 16 4 1986\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ROBERTO LUIZ SOARES\nPUBLICAÇÃO: 13 3 1986\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. ROBERTO LUIZ SOARES\nPUBLICAÇÃO: 1 4 1986\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOÃO FERRAZ\nPUBLICAÇÃO: 19 4 1986\nSANCIONADO\nPUBLICAÇÃO DA LEI: 3 5 1986"")",list(),list(),NULL,N,NA,NA,"list(id = 2230, nome = ""DEPUTADO ANTÔNIO FARIA"", partido = ""PMDB"")",NA,NA,/legislacao/mineira/LEI/9165/1986,LEI 9165 1986 - LEI ORDINÁRIA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1938,1985,DEPUTADO NEIF JABUR                        PMDB,"CONCEDE O TÍTULO DE CIDADÃO HONORÁRIO DO ESTADO DE MINAS GERAIS A
ARMANDO BENITO VAGLIENGO.","INDÚSTRIA, COMÉRCIO E SERVIÇOS","CONCESSÃO HONORÍFICA, CIDADANIA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1985-11-15,000147418,PL. 1938 1985 - PROJETO DE LEI,1694,DELIBERAÇÃO DE PLENÁRIO,"COMÉRCIO
HOMENAGEM",LEI 9252 1986 - LEI ORDINÁRIA,20180104,1306,zigoni,1985-11-13,"list(passo = 1, data = ""1985-11-13"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 29 11 1985\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 11 6 1986\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 12 8 1986\nREDAÇÃO FINAL\nAPROVAÇÃO: 15 8 1986\nCOMISSÕES:\nCONSELHO DA MEDALHA DA INCONFIDÊNCIA\nRELATOR: CONSELHEIRO LEONEL ARCHANJO AFFONSO\nPARECER FAVORÁVEL\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ADEMIR LUCAS\nPUBLICAÇÃO: 5 6 1986\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. GERALDO RIBEIRO\nPUBLICAÇÃO: 4 7 1986\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. ADEMIR LUCAS\nPUBLICAÇÃO: 21 8 1986\nSANCIONADO\nPUBLICAÇÃO DA LEI: 9 9 1986"")",list(),list(),NULL,N,NA,NA,"list(id = 1694, nome = ""DEPUTADO NEIF JABUR"", partido = ""PMDB"")",NA,NA,/legislacao/mineira/LEI/9252/1986,LEI 9252 1986 - LEI ORDINÁRIA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1937,1985,DEPUTADO CAMILO MACHADO                    PFL,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO DE PAIS E AMIGOS DOS
EXCEPCIONAIS - APAE, DE LEOPOLDINA.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, LEOPOLDINA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1985-11-15,000147419,PL. 1937 1985 - PROJETO DE LEI,2032,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 9207 1986 - LEI ORDINÁRIA,20120126,1028,rosanacf,1985-11-13,"list(passo = 1, data = ""1985-11-13"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 30 11 1985\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 22 4 1986\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 16 5 1986\nREDAÇÃO FINAL\nAPROVAÇÃO: 27 5 1986\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. LUIZ VICENTE\nPUBLICAÇÃO: 18 4 1986\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 14 5 1986\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. HUGO CAMPOS\nPUBLICAÇÃO: 28 5 1986\nSANCIONADO\nPUBLICAÇÃO DA LEI: 26 6 1986"")",list(),list(),NULL,N,NA,NA,"list(id = 2032, nome = ""DEPUTADO CAMILO MACHADO"", partido = ""PFL"")",NA,NA,/legislacao/mineira/LEI/9207/1986,LEI 9207 1986 - LEI ORDINÁRIA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1936,1985,GOVERNADOR DO ESTADO,AUTORIZA O PODER EXECUTIVO A REVERTER IMÓVEL AO MUNICÍPIO DE NATÉRCIA.,NA,"AUTORIZAÇÃO, EXECUTIVO, REVERSÃO, IMÓVEL, MUNICÍPIO, NATÉRCIA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1985-11-14,000147420,PL. 1936 1985 - PROJETO DE LEI,,NA,IMÓVEL,LEI 9132 1986 - LEI ORDINÁRIA,20120529,1720,rosanacf,1985-11-12,"list(passo = 1, data = ""1985-11-12"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 12 3 1986\nREDAÇÃO FINAL\nAPROVAÇÃO: 14 3 1986\nCOMISSÕES:\nJUSTIÇA, ECONOMIA E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. HÉLIO RESENDE\nPUBLICAÇÃO: 8 3 1986\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ MOISÉS\nPUBLICAÇÃO: 18 3 1986\nSANCIONADO\nPUBLICAÇÃO DA LEI: 9 4 1986"")",list(),list(),"list(descricao = ""MSG 867 1985"")",N,NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/9132/1986,LEI 9132 1986 - LEI ORDINÁRIA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1935,1985,GOVERNADOR DO ESTADO,"DÁ NOVA REDAÇÃO AO ARTIGO 1 DA LEI 8792, DE 27 DE ABRIL DE 1985, QUE
AUTORIZA O PODER EXECUTIVO A DOAR IMÓVEL AO DEPARTAMENTO DE ÁGUAS E
ENERGIA ELÉTRICA DO ESTADO DE MINAS GERAIS - DAE, HOJE DENOMINADO
DEPARTAMENTO DE ÁGUAS E ENERGIA DO ESTADO DE MINAS GERAIS - DAE.
(ALTERAÇÃO DA METRAGEM DO IMÓVEL BEM COMO SUAS CONFRONTAÇÕES.)",NA,"ALTERAÇÃO, LEI ESTADUAL, AUTORIZAÇÃO, EXECUTIVO, DOAÇÃO, IMÓVEL,
MUNICÍPIO, BELO HORIZONTE, DESTINAÇÃO, CONSTRUÇÃO, INSTALAÇÕES,
(DAE-MG).
ALTERAÇÃO, DADOS, LIMITE GEOGRÁFICO, IMÓVEL.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1985-11-14,000147421,PL. 1935 1985 - PROJETO DE LEI,,NA,IMÓVEL,LEI 9128 1986 - LEI ORDINÁRIA,20120423,1611,rosanacf,1985-11-12,"list(passo = 1, data = ""1985-11-12"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 12 3 1986\nREDAÇÃO FINAL\nAPROVAÇÃO: 14 3 1986\nCOMISSÕES:\nJUSTIÇA, ECONOMIA E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 8 3 1986\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ MOISÉS\nPUBLICAÇÃO: 18 3 1986\nSANCIONADO\nPUBLICAÇÃO DA LEI: 8 4 1986"")",list(),list(),"list(descricao = ""MSG 866 1985"")",N,NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/9128/1986,LEI 9128 1986 - LEI ORDINÁRIA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1934,1985,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A REVERTER IMÓVEL AO MUNICÍPIO DE RIBEIRÃO
DAS NEVES.",NA,"AUTORIZAÇÃO, EXECUTIVO, REVERSÃO, IMÓVEL, MUNICÍPIO, RIBEIRÃO DAS NEVES.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1985-11-13,000147422,PL. 1934 1985 - PROJETO DE LEI,,NA,IMÓVEL,LEI 9091 1985 - LEI ORDINÁRIA,20120529,1721,rosanacf,1985-11-11,"list(passo = 1, data = ""1985-11-11"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 29 11 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 29 11 1985\nCOMISSÕES:\nJUSTIÇA, ECONOMIA E FINANÇAS - REUNIÃO CONJUNTA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. JOSÉ MOISÉS\nPUBLICAÇÃO: 28 11 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. RONALDO CARVALHO\nPUBLICAÇÃO: 3 12 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 17 12 1985"")",list(),list(),"list(descricao = ""MSG 860 1985"")",N,NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/9091/1985,LEI 9091 1985 - LEI ORDINÁRIA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1933,1985,DEPUTADO JOSÉ LAVIOLA                      PMDB,"AUTORIZA O PODER EXECUTIVO A FAZER REVERTER IMÓVEL QUE MENCIONA AO
MUNICÍPIO DE CONCEIÇÃO DE IPANEMA. (OBJETIVO: CONSTRUÇÃO DE
INSTALAÇÕES MUNICIPAIS).",NA,"AUTORIZAÇÃO, EXECUTIVO, REVERSÃO, IMÓVEL, MUNICÍPIO, CONCEIÇÃO DE
IPANEMA, DESTINAÇÃO, INSTALAÇÕES, ADMINISTRAÇÃO MUNICIPAL.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1985-11-12,000147444,PL. 1933 1985 - PROJETO DE LEI,1471,NA,IMÓVEL,LEI 9115 1985 - LEI ORDINÁRIA,20120529,1723,rosanacf,1985-11-08,"list(passo = 1, data = ""1985-11-08"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 18 11 1985\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 28 11 1985\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 30 11 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 11 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ROBERTO LUIZ SOARES\nPUBLICAÇÃO: 22 11 1985\nECONOMIA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 22 11 1985\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. PAULO ARAÚJO\nPUBLICAÇÃO: 22 11 1985\nECONOMIA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. RONALDO CARVALHO\nPUBLICAÇÃO: 10 12 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. WAINER ÁVILA\nPUBLICAÇÃO: 6 12 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 20 12 1985"")",list(),list(),NULL,N,NA,NA,"list(id = 1471, nome = ""DEPUTADO JOSÉ LAVIOLA"", partido = ""PMDB"")",NA,NA,/legislacao/mineira/LEI/9115/1985,LEI 9115 1985 - LEI ORDINÁRIA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1911,1985,DEPUTADO JOSÉ HONÓRIO                      PDS,"DECLARA A VANGUARDA DO BRASIL - VB, ENTIDADE SEDIADA EM CARMO DA
CACHOEIRA, ESTADO DE MINAS GERAIS, COMO ENTIDADE DE UTILIDADE
PÚBLICA.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, CARMO DA CACHOEIRA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1985-11-09,000147446,PL. 1911 1985 - PROJETO DE LEI,787,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 9254 1986 - LEI ORDINÁRIA,20120126,1029,rosanacf,1985-11-07,"list(passo = 1, data = ""1985-11-07"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 30 11 1985\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 18 6 1986\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 4 8 1986\nREDAÇÃO FINAL\nAPROVAÇÃO: 15 8 1986\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. KEMIL KUMAIRA\nPUBLICAÇÃO: 11 6 1986\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. HUGO CAMPOS\nPUBLICAÇÃO: 4 7 1986\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. WAINER ÁVILA\nPUBLICAÇÃO: 21 8 1986\nSANCIONADO\nPUBLICAÇÃO DA LEI: 9 9 1986"")",list(),list(),NULL,N,NA,NA,"list(id = 787, nome = ""DEPUTADO JOSÉ HONÓRIO"", partido = ""PDS"")",NA,NA,/legislacao/mineira/LEI/9254/1986,LEI 9254 1986 - LEI ORDINÁRIA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1909,1985,DEPUTADO GERALDO RIBEIRO                   PMDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO DOS SERVIDORES DA
COBAL - ASBAL, DE CONTAGEM, COM SEDE NO DISTRITO FEDERAL.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, CONTAGEM.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1985-11-09,000147447,PL. 1909 1985 - PROJETO DE LEI,2797,NA,UTILIDADE PÚBLICA,NA,20120126,1029,rosanacf,1985-11-07,"list(passo = 1, data = ""1985-11-07"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 30 11 1986\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,ARQUIVO,19870131,"list(id = 2797, nome = ""DEPUTADO GERALDO RIBEIRO"", partido = ""PMDB"")",NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA
