dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,indexacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,regime,assuntoGeral,norma,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,acompanhamento,autoresEstruturados,local,arquivamento,linksOrigem,tema,observacao,linkLegislacao.url,linkLegislacao.rotulo
Remissivo,PROJETO DE LEI,PL,881,1980,DEPUTADO NARCISO MICHELLI                  PFL,"DÁ DENOMINAÇÃO DE PREFEITO ADOLFO NICOLATO AO ACESSO RODOVIÁRIO QUE
LIGA O MUNICÍPIO DE UBÁ À BR-265.","DENOMINAÇÃO, RODOVIA, MUNICÍPIO, UBÁ.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-10-03,000150803,PL. 881 1980 - PROJETO DE LEI,2046,DELIBERAÇÃO DE PLENÁRIO,PRÓPRIO PÚBLICO,LEI 7916 1981 - LEI ORDINÁRIA,20120309,1445,rosanacf,1980-10-01,"list(passo = 1, data = ""1980-10-01"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 13 10 1980\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 28 11 1980\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 5 12 1980\nREDAÇÃO FINAL\nAPROVAÇÃO: 5 12 1980\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. CÍCERO DUMONT\nPUBLICAÇÃO: 22 11 1980\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 3 12 1980\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 12 12 1980\nSANCIONADO\nPUBLICAÇÃO DA LEI: 9 1 1981"")",list(),list(),N,"list(id = 2046, nome = ""DEPUTADO NARCISO MICHELLI"", partido = ""PFL"")",NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/7916/1981,LEI 7916 1981 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,880,1980,DEPUTADO RUFINO NETO                       MDB,"DECLARA DE UTILIDADE PÚBLICA O GRUPO ESPÍRITA ROTEIRO PARA A PAZ,
DE CORONEL FABRICIANO.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, CORONEL FABRICIANO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-10-01,000150804,PL. 880 1980 - PROJETO DE LEI,1935,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7879 1980 - LEI ORDINÁRIA,20120202,1006,rosanacf,1980-09-29,"list(passo = 1, data = ""1980-09-29"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 13 10 1980\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 23 10 1980\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 7 11 1980\nREDAÇÃO FINAL\nAPROVAÇÃO: 14 11 1980\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 18 10 1980\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. PAULO FERRAZ\nPUBLICAÇÃO: 4 11 1980\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 18 11 1980\nSANCIONADO\nPUBLICAÇÃO DA LEI: 3 12 1980"")",list(),list(),N,"list(id = 1935, nome = ""DEPUTADO RUFINO NETO"", partido = ""MDB"")",NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/7879/1980,LEI 7879 1980 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,879,1980,DEPUTADO EUCLIDES CINTRA                   PDS,"DISPÕE SOBRE A DESTINAÇÃO DA DOAÇÃO DE QUE TRATA O ART. 2
DA LEI 6709, DE 3 12 1975. (TRATA DA DESTINAÇÃO DE IMÓVEL PARA
CONSTRUÇÃO DA SEDE DO INSTITUTO EDUCACIONAL CÂNDIDO DE SOUZA).",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-09-30,000150805,PL. 879 1980 - PROJETO DE LEI,295,NA,NA,LEI 7992 1981 - LEI ORDINÁRIA,20020220,NA,MSILVIA,1980-09-26,"list(passo = 1, data = ""1980-09-26"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 16 10 1980\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 3 6 1981, COM EMENDA\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 17 6 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 25 6 1981\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MÁRIO PACHECO\nPUBLICAÇÃO: 8 11 1980\nEDUCAÇÃO\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. CYRO MACIEL\nPUBLICAÇÃO: 8 11 1980\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. DELFIM RIBEIRO\nPUBLICAÇÃO: 8 11 1980\nEDUCAÇÃO\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. CYRO MACIEL\nPUBLICAÇÃO: NÃO CONSTA\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. FÚLVIO FONTOURA\nPUBLICAÇÃO: 26 6 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 15 7 1981"")",list(),list(),N,"list(id = 295, nome = ""DEPUTADO EUCLIDES CINTRA"", partido = ""PDS"")",NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/7992/1981,LEI 7992 1981 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,878,1980,GOVERNADOR DO ESTADO,"ALTERA A LEI ORGÂNICA DO INSTITUTO DE PREVIDÊNCIA DO LEGISLATIVO DO
ESTADO DE MINAS GERAIS - IPLEMG, E DÁ OUTRAS PROVIDÊNCIAS.","ALTERAÇÃO, LEI ESTADUAL, LEI ORGÂNICA, INSTITUTO DE PREVIDÊNCIA DO
LEGISLATIVO DO ESTADO DE MINAS GERAIS (IPLEMG).",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-09-30,000150806,PL. 878 1980 - PROJETO DE LEI,,DELIBERAÇÃO DE PLENÁRIO,"INSTITUTO DE PREVIDÊNCIA DO LEGISLATIVO DO ESTADO DE MINAS GERAIS (IPLEMG)
ORGANIZAÇÃO ADMINISTRATIVA",LEI 7855 1980 - LEI ORDINÁRIA,20160517,1414,malves,1980-09-26,"list(passo = 1, data = ""1980-09-26"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 17 10 1980\nREDAÇÃO FINAL\nAPROVAÇÃO: 22 10 1980\nCOMISSÕES:\nJUSTIÇA, ECONOMIA E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 17 10 1980\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. CYRO MACIEL\nPUBLICAÇÃO: 25 10 1980\nSANCIONADO\nPUBLICAÇÃO DA LEI: 18 11 1980"")",list(),list(),N,NULL,NA,NA,"list(descricao = ""MSG 290 1980"")",ADMINISTRAÇÃO PÚBLICA,NA,/legislacao/mineira/LEI/7855/1980,LEI 7855 1980 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,877,1980,DEPUTADO SÉRGIO EMÍLIO                     PMDB,"DECLARA DE UTILIDADE PÚBLICA O CENTRO ESPÍRITA SILVA JARDIM, COM
SEDE EM SETE LAGOAS.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, SETE LAGOAS.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1980-09-27,000150807,PL. 877 1980 - PROJETO DE LEI,2052,NA,UTILIDADE PÚBLICA,NA,20120202,1007,rosanacf,1980-09-25,"list(passo = 1, data = ""1980-09-25"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 1 10 1980\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 2052, nome = ""DEPUTADO SÉRGIO EMÍLIO"", partido = ""PMDB"")",ARQUIVO,19830131,NULL,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,876,1980,DEPUTADO EURÍPEDES CRAIDE                  PMDB,"DECLARA DE UTILIDADE PÚBLICA A CONFERÊNCIA NOSSA SENHORA DO ROSÁRIO DE
SÃO VICENTE DE PAULO, COM SEDE EM SACRAMENTO.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, SACRAMENTO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-09-27,000150808,PL. 876 1980 - PROJETO DE LEI,1187,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7875 1980 - LEI ORDINÁRIA,20120202,1008,rosanacf,1980-09-25,"list(passo = 1, data = ""1980-09-25"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 1 10 1980\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 23 10 1980\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 7 11 1980\nREDAÇÃO FINAL\nAPROVAÇÃO: 14 11 1980\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MÁRIO PACHECO\nPUBLICAÇÃO: 10 10 1980\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. MÁRIO PACHECO\nPUBLICAÇÃO: 4 11 1980\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 18 11 1980\nSANCIONADO\nPUBLICAÇÃO DA LEI: 3 12 1980"")",list(),list(),N,"list(id = 1187, nome = ""DEPUTADO EURÍPEDES CRAIDE"", partido = ""PMDB"")",NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/7875/1980,LEI 7875 1980 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,875,1980,DEPUTADO EURÍPEDES CRAIDE                  PMDB,"DECLARA DE UTILIDADE PÚBLICA A LOJA MAÇÔNICA BENZO DE CAVOUR 28,
COM SEDE EM JUIZ DE FORA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, JUIZ DE FORA.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1980-09-27,000150809,PL. 875 1980 - PROJETO DE LEI,1187,NA,UTILIDADE PÚBLICA,NA,20120202,1009,rosanacf,1980-09-25,"list(passo = 1, data = ""1980-09-25"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 1 10 1980\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 1187, nome = ""DEPUTADO EURÍPEDES CRAIDE"", partido = ""PMDB"")",ARQUIVO,19830131,NULL,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,874,1980,DEPUTADO GOMES MOREIRA                     MDB,"DECLARA DE UTILIDADE PÚBLICA A IGREJA EVANGÉLICA ASSEMBLÉIA DE
DEUS, COM SEDE EM POUSO ALEGRE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, POUSO ALEGRE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-09-27,000150810,PL. 874 1980 - PROJETO DE LEI,312,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7878 1980 - LEI ORDINÁRIA,20120202,1009,rosanacf,1980-09-25,"list(passo = 1, data = ""1980-09-25"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 1 10 1980\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 23 10 1980\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 7 11 1980\nREDAÇÃO FINAL\nAPROVAÇÃO: 14 11 1980\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 10 10 1980\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. PAULO FERRAZ\nPUBLICAÇÃO: 4 11 1980\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 18 11 1980\nSANCIONADO\nPUBLICAÇÃO DA LEI: 3 12 1980"")",list(),list(),N,"list(id = 312, nome = ""DEPUTADO GOMES MOREIRA"", partido = ""MDB"")",NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/7878/1980,LEI 7878 1980 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,873,1980,DEPUTADO ARTUR FAGUNDES                    PDS,"ALTERA A DENOMINAÇÃO DA ESCOLA ESTADUAL RAFAEL REGO, DE PRIMEIRO
GRAU, DA CIDADE DE UBAÍ.","ALTERAÇÃO, DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, UBAÍ.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1980-09-24,000150812,PL. 873 1980 - PROJETO DE LEI,739,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,20120508,1522,rosanacf,1980-09-22,"list(passo = 1, data = ""1980-09-22"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 1 10 1980\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MÁRIO PACHECO\nPUBLICAÇÃO: 26 11 1980\nARQUIVADO, FINAL DE LEGISLATURA"")",list(),list(),N,"list(id = 739, nome = ""DEPUTADO ARTUR FAGUNDES"", partido = ""PDS"")",ARQUIVO,19830131,NULL,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,872,1980,GOVERNADOR DO ESTADO,"ESTIMA A RECEITA E FIXA A DESPESA DO ESTADO DE MINAS GERAIS, PARA O
EXERCÍCIO DE 1981. (LOA 1981)",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-09-24,000150813,PL. 872 1980 - PROJETO DE LEI,,DELIBERAÇÃO DE PLENÁRIO,"ADMINISTRAÇÃO ESTADUAL
ORÇAMENTO",LEI 7884 1980 - LEI ORDINÁRIA,20131016,1527,rosanacf,1980-09-22,"list(passo = 1, data = ""1980-09-22"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 7 11 1980\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 26 11 1980\nREDAÇÃO FINAL\nAPROVAÇÃO: 27 11 1980\nCOMISSÕES:\nFINANÇAS\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. PAULO FERRAZ\nPUBLICAÇÃO: 30 10 1980\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NARCISO MICHELLI\nPUBLICAÇÃO: 26 11 1980\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 29 11 1980 E 6 12 1980\nSANCIONADO\nPUBLICAÇÃO DA LEI: 10 12 1980"")",list(),list(),N,NULL,NA,NA,"list(descricao = ""MSG 289 1980"")","ADMINISTRAÇÃO PÚBLICA
FINANÇAS PÚBLICAS",NA,/legislacao/mineira/LEI/7884/1980,LEI 7884 1980 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,871,1980,DEPUTADO JOSÉ PEREIRA                      PMDB,"DECLARA DE UTILIDADE PÚBLICA O GRUPO TEATRAL AGHY CAMARGO, COM
SEDE EM POUSO ALEGRE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, POUSO ALEGRE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-09-23,000150814,PL. 871 1980 - PROJETO DE LEI,2040,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7874 1980 - LEI ORDINÁRIA,20120202,1010,rosanacf,1980-09-19,"list(passo = 1, data = ""1980-09-19"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 1 10 1980\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 14 10 1980\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 7 11 1980\nREDAÇÃO FINAL\nAPROVAÇÃO: 14 11 1980\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ROBERTO JUNQUEIRA\nPUBLICAÇÃO: 10 10 1980\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 18 10 1980\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 18 11 1980\nSANCIONADO\nPUBLICAÇÃO DA LEI: 3 12 1980"")",list(),list(),N,"list(id = 2040, nome = ""DEPUTADO JOSÉ PEREIRA"", partido = ""PMDB"")",NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/7874/1980,LEI 7874 1980 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,870,1980,DEPUTADO JOSÉ SANTANA                      PDS,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO DE PAIS E AMIGOS DOS
EXCEPCIONAIS - APAE, DE OURO FINO.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, OURO FINO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-09-23,000150815,PL. 870 1980 - PROJETO DE LEI,1680,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7936 1981 - LEI ORDINÁRIA,20120202,1010,rosanacf,1980-09-19,"list(passo = 1, data = ""1980-09-19"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 1 10 1980\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 9 4 1981\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 11 5 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 12 5 1981\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 4 4 1981\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. CÁSSIO GONÇALVES\nPUBLICAÇÃO: 25 4 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. CYRO MACIEL\nPUBLICAÇÃO: 14 5 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 3 6 1981"")",list(),list(),N,"list(id = 1680, nome = ""DEPUTADO JOSÉ SANTANA"", partido = ""PDS"")",NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/7936/1981,LEI 7936 1981 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,869,1980,GOVERNADOR DO ESTADO,"DISPÕE SOBRE A PARTICIPAÇÃO DO ESTADO DE MINAS GERAIS NO CAPITAL SOCIAL
DA AÇO MINAS GERAIS S.A. - AÇOMINAS.","AUTORIZAÇÃO, EXECUTIVO, SUBSCRIÇÃO, AÇÕES, INTEGRALIZAÇÃO, CAPITAL
SOCIAL, (AÇOMINAS).
FIXAÇÃO, CRITÉRIOS, PROPORCIONALIDADE, AÇÕES, VALOR, (ICM).
DEFINIÇÃO, LIMITAÇÃO, INTEGRALIZAÇÃO, CAPITAL SOCIAL.
CONVERSÃO, (ORTN), CAPITAL SOCIAL SUBSCRITO.
COMPROMISSO, ADITAMENTO, ACORDO, ACIONISTA, (SIDERBRÁS), GOVERNO
ESTADUAL.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-09-23,000150816,PL. 869 1980 - PROJETO DE LEI,,DELIBERAÇÃO DE PLENÁRIO,EMPRESA PÚBLICA,LEI 7828 1980 - LEI ORDINÁRIA,20131016,1529,rosanacf,1980-09-19,"list(passo = 1, data = ""1980-09-19"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 16 10 1980\nREDAÇÃO FINAL\nAPROVAÇÃO: 17 10 1980\nCOMISSÕES:\nJUSTIÇA, SIDERURGIA E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. ROBERTO JUNQUEIRA\nPUBLICAÇÃO: 11 10 1980\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EURÍPEDES CRAIDE\nPUBLICAÇÃO: (NÃO CONSTA)\nSANCIONADO\nPUBLICAÇÃO DA LEI: 30 10 1980"")",list(),list(),N,NULL,NA,NA,"list(descricao = ""MSG 288 1980"")",ADMINISTRAÇÃO PÚBLICA,NA,/legislacao/mineira/LEI/7828/1980,LEI 7828 1980 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,868,1980,DEPUTADO EURÍPEDES CRAIDE                  PMDB,"DECLARA DE UTILIDADE PÚBLICA A LOJA MAÇÔNICA FRATERNIDADE MINEIRA
II, COM SEDE EM FRUTAL.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, FRUTAL.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-09-19,000150833,PL. 868 1980 - PROJETO DE LEI,1187,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7902 1980 - LEI ORDINÁRIA,20120202,1011,rosanacf,1980-09-17,"list(passo = 1, data = ""1980-09-17"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 1 10 1980\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 28 11 1980\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 2 12 1980\nREDAÇÃO FINAL\nAPROVAÇÃO: 3 12 1980\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 21 11 1980\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. ROBERTO JUNQUEIRA\nPUBLICAÇÃO: (NÃO CONSTA)\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 10 12 1980\nSANCIONADO\nPUBLICAÇÃO DA LEI: 6 1 1980"")",list(),list(),N,"list(id = 1187, nome = ""DEPUTADO EURÍPEDES CRAIDE"", partido = ""PMDB"")",NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/7902/1980,LEI 7902 1980 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,867,1980,DEPUTADO EURÍPEDES CRAIDE                  PMDB,"DECLARA DE UTILIDADE PÚBLICA A SOCIEDADE SÃO VICENTE DE PAULO, COM
SEDE EM TUPACIGUARA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, TUPACIGUARA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-09-19,000150834,PL. 867 1980 - PROJETO DE LEI,1187,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 8027 1981 - LEI ORDINÁRIA,20120202,1016,rosanacf,1980-09-17,"list(passo = 1, data = ""1980-09-17"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 1 10 1980\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 4 6 1981\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 1 7 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 2 7 1981\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NARCISO MICHELLI\nPUBLICAÇÃO: 2 6 1981\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. ROBERTO JUNQUEIRA\nPUBLICAÇÃO: 16 6 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NARCÉLIO MENDES\nPUBLICAÇÃO: 7 7 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 24 7 1981"")",list(),list(),N,"list(id = 1187, nome = ""DEPUTADO EURÍPEDES CRAIDE"", partido = ""PMDB"")",NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/8027/1981,LEI 8027 1981 - LEI ORDINÁRIA
