dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,tema,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,regime,assuntoGeral,norma,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,linksOrigem,acompanhamento,indexacao,autoresEstruturados,local,arquivamento,observacao,legislacaoCitada,linkLegislacao.url,linkLegislacao.rotulo
Remissivo,PROJETO DE LEI,PL,1048,1984,DEPUTADO GERALDO RIBEIRO                   PMDB,"DECLARA DE UTILIDADE PÚBLICA O CONSELHO DE DESENVOLVIMENTO
COMUNITÁRIO DE PASSA-DEZ, MUNICÍPIO DE BOM JESUS DO GALHO.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-10-31,000148317,PL. 1048 1984 - PROJETO DE LEI,2797,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 8849 1985 - LEI ORDINÁRIA,20120127,1553,rosanacf,1984-10-26,"list(passo = 1, data = ""1984-10-26"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 13 11 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 17 5 1985\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 12 6 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 20 6 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JAIRO MAGALHÃES ALVES\nPUBLICAÇÃO: 1 5 1985\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. CLODESMIDT RIANI\nPUBLICAÇÃO: 1 6 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JAIRO MAGALHÃES ALVES\nPUBLICAÇÃO: 21 6 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 10 7 1985"")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BOM JESUS DO GALHO.","list(id = 2797, nome = ""DEPUTADO GERALDO RIBEIRO"", partido = ""PMDB"")",NA,NA,NA,NA,/legislacao/mineira/LEI/8849/1985,LEI 8849 1985 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,1047,1984,DEPUTADO GERALDO PEREIRA SOBRINHO          PMDB,"DECLARA DE UTILIDADE PÚBLICA O CONSELHO DE DESENVOLVIMENTO
COMUNITÁRIO DE DORES DO PARAIBUNA, MUNICÍPIO DE SANTOS DUMONT.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-10-31,000148318,PL. 1047 1984 - PROJETO DE LEI,74,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 9009 1985 - LEI ORDINÁRIA,20120127,1553,rosanacf,1984-10-26,"list(passo = 1, data = ""1984-10-26"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 13 11 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 1 10 1985\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 18 10 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 29 10 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 20 9 1985\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. CLODESMIDT RIANI\nPUBLICAÇÃO: 15 10 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. SAMIR CECÍLIO\nPUBLICAÇÃO: 30 10 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 8 11 1985"")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, SANTOS DUMONT.","list(id = 74, nome = ""DEPUTADO GERALDO PEREIRA SOBRINHO"", partido = ""PMDB"")",NA,NA,NA,NA,/legislacao/mineira/LEI/9009/1985,LEI 9009 1985 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,1046,1984,DEPUTADO RONALDO CARVALHO                  PMDB,"DÁ DENOMINAÇÃO DE PONTE JOSÉ NEVES À PONTE SOBRE O RIO SAPUCAÍ, NO
MUNICÍPIO DE SANTA RITA DO SAPUCAÍ.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-10-26,000148326,PL. 1046 1984 - PROJETO DE LEI,2814,NA,PRÓPRIO PÚBLICO,LEI 9272 1986 - LEI ORDINÁRIA,20120425,1012,rosanacf,1984-10-24,"list(passo = 1, data = ""1984-10-24"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 5 11 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 27 6 1986\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 19 8 1986\nREDAÇÃO FINAL\nAPROVAÇÃO: 2 9 1986\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 25 6 1986\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 12 8 1986\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. HUGO GONTIJO\nPUBLICAÇÃO: 3 9 1986\nSANCIONADO\nPUBLICAÇÃO DA LEI: 27 9 1986"")",list(),list(),NULL,N,"DENOMINAÇÃO, PONTE, RIO SAPUCAÍ, MUNICÍPIO, SANTA RITA DO SAPUCAÍ.","list(id = 2814, nome = ""DEPUTADO RONALDO CARVALHO"", partido = ""PMDB"")",NA,NA,NA,NA,/legislacao/mineira/LEI/9272/1986,LEI 9272 1986 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,1045,1984,DEPUTADO JOÃO PEDRO GUSTIN                 PSDB,"DECLARA DE UTILIDADE PÚBLICA O SER - SERVIÇO EVANGÉLICO DE
REABILITAÇÃO, COM SEDE EM UBERLÂNDIA.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-10-26,000148327,PL. 1045 1984 - PROJETO DE LEI,1462,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 8787 1985 - LEI ORDINÁRIA,20120127,1554,rosanacf,1984-10-24,"list(passo = 1, data = ""1984-10-24"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 5 11 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 19 11 1984\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 8 3 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 27 3 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. SÉRGIO EMÍLIO\nPUBLICAÇÃO: 13 11 1984\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. SAMIR CECÍLIO\nPUBLICAÇÃO: 8 12 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JACIEL PEREIRA\nPUBLICAÇÃO: 23 3 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 26 4 1985"")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, UBERLÂNDIA.","list(id = 1462, nome = ""DEPUTADO JOÃO PEDRO GUSTIN"", partido = ""PSDB"")",NA,NA,NA,NA,/legislacao/mineira/LEI/8787/1985,LEI 8787 1985 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,1044,1984,DEPUTADO NEIF JABUR                        PMDB,"CONCEDE O TÍTULO DE CIDADÃO HONORÁRIO DO ESTADO DE MINAS GERAIS A JOSÉ
SIMÕES DE PAIVA NETTO.",CULTURA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-10-26,000148328,PL. 1044 1984 - PROJETO DE LEI,1694,DELIBERAÇÃO DE PLENÁRIO,"CULTURA
HOMENAGEM",LEI 8800 1985 - LEI ORDINÁRIA,20150902,1651,malves,1984-10-24,"list(passo = 1, data = ""1984-10-24"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 13 11 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 16 5 1985\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 17 5 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: (NÃO CONSTA)\nCOMISSÕES:\nCONSELHO PERMANENTE DA MEDALHA DA INCONFIDÊNCIA\nRELATOR: CONSELHEIRO JOSÉ GERALDO DE FARIA\nPARECER FAVORÁVEL\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JAIRO MAGALHÃES ALVES\nPUBLICAÇÃO: 11 5 1985\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JACIEL PEREIRA\nPUBLICAÇÃO: 17 5 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JACIEL PEREIRA\nPUBLICAÇÃO: 21 5 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 22 5 1985"")",list(),list(),NULL,N,"CONCESSÃO HONORÍFICA, CIDADANIA.","list(id = 1694, nome = ""DEPUTADO NEIF JABUR"", partido = ""PMDB"")",NA,NA,NA,NA,/legislacao/mineira/LEI/8800/1985,LEI 8800 1985 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,1043,1984,DEPUTADO GERALDO RIBEIRO                   PMDB,"AUTORIZA O PODER EXECUTIVO A DOAR AO MUNICÍPIO DE JOANÉSIA IMÓVEL
QUE MENCIONA.",NA,PROJETO VETADO TOTALMENTE,PVETO,PROPOSIÇÕES APROVADAS,MAPRV,1984-10-26,000148329,PL. 1043 1984 - PROJETO DE LEI,2797,NA,IMÓVEL,NA,20120530,1606,rosanacf,1984-10-24,"list(passo = 1, data = ""1984-10-24"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: (NÃO CONSTA)\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 10 10 1985, COM A EMENDA Nº 1.\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 28 11 1985, NA FORMA DO VENCIDO EM SEGUNDA DISCUSSÃO\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 11 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. CLODESMIDT RIANI\nECONOMIA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. PAULO ALMADA\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. CAMILO MACHADO\nPARECERES PUBLICADOS EM 1 10 1985\nFINANÇAS\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. RONALDO CARVALHO\nPUBLICAÇÃO: 19 10 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATORA: DEP. VERA COUTINHO\nPUBLICAÇÃO: 6 12 1985\nVETADO TOTALMENTE.\nPUBLICAÇÃO DAS RAZÕES DO VETO EM 20 12 1985.\nVETO MANTIDO."")",list(),list(),NULL,N,"AUTORIZAÇÃO, EXECUTIVO, DOAÇÃO, IMÓVEL, MUNICÍPIO, JOANÉSIA.","list(id = 2797, nome = ""DEPUTADO GERALDO RIBEIRO"", partido = ""PMDB"")",NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1042,1984,DEPUTADO JOSÉ MARIA CHAVES                 PMDB,"DÁ DENOMINAÇÃO DE ESCOLA ESTADUAL PROFESSORA LOURDES MOURÃO À
ESCOLA ESTADUAL DO BAIRRO CHÁCARA ALVORADA, EM POÇOS DE CALDAS.",NA,RETIRADO DE TRAMITAÇÃO,RETRA,OUTRAS SITUAÇÕES,MOUTR,1984-10-26,000148330,PL. 1042 1984 - PROJETO DE LEI,2805,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,20120425,1016,rosanacf,1984-10-24,"list(passo = 1, data = ""1984-10-24"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 5 11 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 17 5 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JACIEL PEREIRA\nPUBLICAÇÃO: 11 5 1985\nRETIRADO PELO AUTOR, CONFORME REQUERIMENTO\nAPROVADO EM 23 5 1985."")",list(),list(),NULL,N,"DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, POÇOS DE CALDAS.","list(id = 2805, nome = ""DEPUTADO JOSÉ MARIA CHAVES"", partido = ""PMDB"")",NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1041,1984,DEPUTADO HUGO GONTIJO                      PMDB,"ALTERA A REDAÇÃO DO PARÁGRAFO 3 DO ARTIGO 48 E DO ARTIGO 149 DA LEI
7109, DE 13 10 1977, QUE CONTÉM O ESTATUTO DO PESSOAL DO MAGISTÉRIO
PÚBLICO DO ESTADO DE MINAS GERAIS E DÁ OUTRAS PROVIDÊNCIAS.","ADMINISTRAÇÃO PÚBLICA
EDUCAÇÃO",TRANSFORMADO EM NORMA JURÍDICA COM VETO PARCIAL,TNJVP,PROPOSIÇÕES APROVADAS,MAPRV,1984-10-26,000148331,PL. 1041 1984 - PROJETO DE LEI,2799,NA,"PESSOAL
SECRETARIA DE ESTADO",LEI 8980 1985 - LEI ORDINÁRIA,20150219,1556,m17461,1984-10-24,"list(passo = 1, data = ""1984-10-24"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 13 11 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 28 8 1985\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 18 9 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 20 9 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ BONIFÁCIO FILHO\nSERVIÇO PÚBLICO\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NARCÉLIO MENDES\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ELMO BRAZ\nPARECERES PUBLICADOS EM 14 5 1985\nFINANÇAS (PARA EMITIR PARECER SOBRE A EMENDA)\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ MOISÉS\nPUBLICAÇÃO: 15 6 1985\nSERVIÇO PÚBLICO\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JAIRO MAGALHÃES ALVES\nPUBLICAÇÃO: 13 9 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JACIEL PEREIRA\nPUBLICAÇÃO: 21 9 1985\nVETADO PARCIALMENTE\nSANCIONADO\nPUBLICAÇÃO DA LEI: 11 10 1985\nVETO MANTIDO"")",list(),list(),NULL,N,"ALTERAÇÃO, ESTATUTO DO MAGISTÉRIO.
ALTERAÇÃO, NORMAS, PROGRESSÃO HORIZONTAL, PROFESSOR, ESPECIALISTA DE
EDUCAÇÃO, QUADRO DE PESSOAL, MAGISTÉRIO.
ALTERAÇÃO, NORMAS, CONCESSÃO, ADICIONAL POR TEMPO DE SERVIÇO, OCUPANTE,
CARGO PÚBLICO, MAGISTÉRIO, REDUÇÃO, TEMPO DE SERVIÇO, MULHER.
APLICAÇÃO, HOMEM, OCUPANTE, CARGO PÚBLICO, PROFESSOR, EXCLUSIVIDADE,
EXERCÍCIO, ATIVIDADE ESPECÍFICA, MAGISTÉRIO.","list(id = 2799, nome = ""DEPUTADO HUGO GONTIJO"", partido = ""PMDB"")",NA,NA,NA,LEI 7109 1977 - LEI ORDINÁRIA,/legislacao/mineira/LEI/8980/1985,LEI 8980 1985 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,1034,1984,DEPUTADO ANTÔNIO FARIA                     PMDB,"DECLARA DE UTILIDADE PÚBLICA O ASILO DAS VELHAS DESAMPARADAS
ALCIDES JORGE DE FREITAS, OBRA UNIDA A SOCIEDADE SÃO VICENTE DE
PAULO, COM SEDE NA CIDADE DO SERRO.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-10-25,000148332,PL. 1034 1984 - PROJETO DE LEI,2230,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 8822 1985 - LEI ORDINÁRIA,20120127,1554,rosanacf,1984-10-23,"list(passo = 1, data = ""1984-10-23"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 26 10 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 14 3 1985\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 17 5 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 23 5 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. SAMIR CECÍLIO\nPUBLICAÇÃO: 8 12 1984\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JAIRO MAGALHÃES ALVES\nPUBLICAÇÃO: 7 5 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. MILTON SALLES\nPUBLICAÇÃO: 31 5 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 6 6 1985"")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, SERRO.","list(id = 2230, nome = ""DEPUTADO ANTÔNIO FARIA"", partido = ""PMDB"")",NA,NA,NA,NA,/legislacao/mineira/LEI/8822/1985,LEI 8822 1985 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,1032,1984,GOVERNADOR DO ESTADO,"ALTERA A LEI 6763, DE 26 12 1975, QUE CONSOLIDA A LEGISLAÇÃO TRIBUTÁRIA
DO ESTADO DE MINAS GERAIS, E DÁ OUTRAS PROVIDÊNCIAS.",FINANÇAS PÚBLICAS,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-10-23,000148334,PL. 1032 1984 - PROJETO DE LEI,,DELIBERAÇÃO DE PLENÁRIO,TRIBUTOS,LEI 8775 1984 - LEI ORDINÁRIA,20131015,1404,rosanacf,1984-10-22,"list(passo = 1, data = ""1984-10-22"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 24 10 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 27 11 1984, COM EMENDAS\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: (NÃO CONSTA)\nREDAÇÃO FINAL\nAPROVAÇÃO: 29 11 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ANTÔNIO FARIA\nPUBLICAÇÃO: 21 11 1984\nECONOMIA E FINANÇAS (REUNIÃO CONJUNTA)\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ DA CONCEIÇÃO\nPUBLICAÇÃO: 21 11 1984\nECONOMIA (PARA EMITIR PARECER SOBRE EMENDAS)\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ DA CONCEIÇÃO\nPUBLICAÇÃO: 23 11 1984\nFINANÇAS\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOSÉ DA CONCEIÇÃO\nPUBLICAÇÃO: 28 11 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. RONALDO CARVALHO\nPUBLICAÇÃO: 1 12 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 15 12 1984"")",list(),list(),"list(descricao = ""MSG 431 1984"")",N,"ALTERAÇÃO, DISPOSITIVOS, RESPONSABILIDADE, PAGAMENTO, (ICM).
ANEXO, TABELA, ESTIMATIVA, MARGEM DE LUCRO, COMERCIANTE, HIPÓTESE,
RESPONSABILIDADE, INDUSTRIAL, PAGAMENTO, (ICM).
ALTERAÇÃO, DISPOSITIVOS, OBRIGAÇÕES, CONTRIBUINTE, (ICM).
ALTERAÇÃO, CRITÉRIOS, DEDUÇÃO, EFEITO, CÁLCULO, RECOLHIMENTO, (ICM).
ALTERAÇÃO, DISPOSITIVOS, FISCALIZAÇÃO, (ICM).
ALTERAÇÃO, COMPOSIÇÃO, ESTRUTURAÇÃO, CONSELHO DE CONTRIBUINTES.
ALTERAÇÃO, TABELA, LANÇAMENTO, COBRANÇA, TAXA DE EXPEDIENTE, TAXA DE
SEGURANÇA PÚBLICA.",NULL,NA,NA,NA,NA,/legislacao/mineira/LEI/8775/1984,LEI 8775 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,1031,1984,GOVERNADOR DO ESTADO,"DISPÕE SOBRE O AUMENTO DOS SÍMBOLOS DE VENCIMENTO DO PESSOAL DOS
SERVIÇOS AUXILIARES E DOS PROVENTOS DOS INATIVOS DO TRIBUNAL DE
CONTAS DO ESTADO, INSTITUI A GRATIFICAÇÃO DE NATAL, E DÁ OUTRAS
PROVIDÊNCIAS.",ADMINISTRAÇÃO PÚBLICA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-10-23,000148335,PL. 1031 1984 - PROJETO DE LEI,,DELIBERAÇÃO DE PLENÁRIO,"PESSOAL
TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS (TCEMG)",LEI 8731 1984 - LEI ORDINÁRIA,20170926,1557,m20993,1984-10-22,"list(passo = 1, data = ""1984-10-22"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 6 11 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 7 11 1984\nCOMISSÕES:\nJUSTIÇA, SERVIÇO PÚBLICO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. FELIPE NERI\nPUBLICAÇÃO: 2 11 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. ALCYR NASCIMENTO\nPUBLICAÇÃO: 8 11 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 24 11 1984"")",list(),list(),"list(descricao = ""MSG 430 1984"")",N,NA,NULL,NA,NA,NA,NA,/legislacao/mineira/LEI/8731/1984,LEI 8731 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,1030,1984,GOVERNADOR DO ESTADO,"DISPÕE SOBRE O AUMENTO DOS VALORES DOS SÍMBOLOS DE VENCIMENTO DOS CARGOS
DOS QUADROS PERMANENTES DAS SECRETARIAS E DOS SERVIÇOS AUXILIARES E DOS
PROVENTOS DOS INATIVOS DOS TRIBUNAIS DE JUSTIÇA E DE ALÇADA DO ESTADO DE
MINAS GERAIS, INSTITUI GRATIFICAÇÃO DE NATAL E DÁ OUTRAS PROVIDÊNCIAS.",ADMINISTRAÇÃO PÚBLICA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-10-23,000148336,PL. 1030 1984 - PROJETO DE LEI,,DELIBERAÇÃO DE PLENÁRIO,"PESSOAL
TRIBUNAL DE ALÇADA DO ESTADO DE MINAS GERAIS (TAMG)
TRIBUNAL DE JUSTIÇA DO ESTADO DE MINAS GERAIS (TJMG)",LEI 8732 1984 - LEI ORDINÁRIA,20170123,1542,malves,1984-10-22,"list(passo = 1, data = ""1984-10-22"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 6 11 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 7 11 1984\nCOMISSÕES:\nJUSTIÇA, SERVIÇO PÚBLICO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. ANTÔNIO FARIA\nPUBLICAÇÃO: 2 11 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. ALCYR NASCIMENTO\nPUBLICAÇÃO: 8 11 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 24 11 1984"")",list(),list(),"list(descricao = ""MSG 429 1984"")",N,"REAJUSTAMENTO, VENCIMENTOS, SERVIDOR, PROVENTOS, APOSENTADO, QUADRO
PERMANENTE, SECRETARIA, SERVIÇOS AUXILIARES, TRIBUNAL DE JUSTIÇA DO
ESTADO DE MINAS GERAIS (TJMG), TRIBUNAL DE ALÇADA DO ESTADO DE MINAS
GERAIS (TAMG).
NORMAS, CRIAÇÃO, CONCESSÃO, DÉCIMO TERCEIRO SALÁRIO, SERVIDOR,
APOSENTADO, QUADRO PERMANENTE, SECRETARIA, SERVIÇOS AUXILIARES,
TRIBUNAL DE JUSTIÇA DO ESTADO DE MINAS GERAIS (TJMG), TRIBUNAL DE
ALÇADA DO ESTADO DE MINAS GERAIS (TAMG).
AUTORIZAÇÃO, EXECUTIVO, ABERTURA, CRÉDITO SUPLEMENTAR, TRIBUNAL DE
JUSTIÇA DO ESTADO DE MINAS GERAIS (TJMG), TRIBUNAL DE ALÇADA DO ESTADO
DE MINAS GERAIS (TAMG).",NULL,NA,NA,NA,NA,/legislacao/mineira/LEI/8732/1984,LEI 8732 1984 - LEI ORDINÁRIA
