dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,indexacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,atualizacao,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,linksOrigem,acompanhamento,observacao,matricula,assuntoGeral,horario,autoresEstruturados,legislacaoCitada,tema,regime,norma,prazo,linkLegislacao.url,linkLegislacao.rotulo,proposicaoLei.descricao
Remissivo,PROJETO DE LEI,PL,2614,1990,DEPUTADO SEBASTIÃO HELVÉCIO                PMDB,"DECLARA DE UTILIDADE PÚBLICA A ESCOLA DE APRENDIZAGEM MUSICAL,
BANDA DE MÚSICA E CORAL 24 DE SETEMBRO, COM SEDE NO MUNICÍPIO DE
MAR DE ESPANHA.","DECLARAÇÃO, UTILIDADE PÚBLICA, INSTITUIÇÃO ARTÍSTICA, MUNICÍPIO,
MAR DE ESPANHA.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1990-12-01,000137869,PL. 2614 1990 - PROJETO DE LEI,20080718,drumo,1990-12-17,"list(passo = 2:1, data = c(""1990-12-17"", ""1990-11-29""), local = c(""PLENÁRIO"", ""PLENÁRIO""), historico = c(""ARQUIVADO NOS TERMOS DO ART. 185 DO RI."", ""ÀS COMISSÕES DE CONSTITUIÇÃO E JUSTIÇA, DE EDUCAÇÃO,\nCULTURA, DESPORTO E TURISMO E LAZER E DE FISCALIZAÇÃO\nFINANCEIRA E ORÇAMENTÁRIA, PARA DELIBERAÇÃO.\nRECEBIDO NA CCJ EM 3 12 1990.""))",list(),list(),NULL,N,"DELIBERAÇÃO CONCLUSIVA DAS COMISSÕES, ART. 104, INCISO I, RI.",3668,UTILIDADE PÚBLICA,1052,"list(id = 3668, nome = ""DEPUTADO SEBASTIÃO HELVÉCIO"", partido = ""PMDB"")",NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,2613,1990,TRIBUNAL DE CONTAS,"DISPÕE SOBRE O REAJUSTAMENTO DOS SÍMBOLOS DE VENCIMENTOS E
PROVENTOS DO QUADRO DE PESSOAL DOS SERVIÇOS AUXILIARES DO TRIBUNAL
DE CONTAS DO ESTADO E DÁ OUTRAS PROVIDÊNCIAS.","REAJUSTAMENTO, VENCIMENTOS, PROVENTOS, PESSOAL, QUADRO PERMANENTE,
SERVIÇOS AUXILIARES, (TCMG), ANEXO.
FIXAÇÃO, VALOR, ABONO DE FAMÍLIA, VARIAÇÃO, TRIMESTRE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1990-12-01,000137870,PL. 2613 1990 - PROJETO DE LEI,20171003,m20993,1991-01-10,"list(passo = 11:1, data = c(""1991-01-10"", ""1990-12-21"", ""1990-12-15"", ""1990-12-15"", ""1990-12-14"", ""1990-12-14"", ""1990-12-14"", ""1990-12-13"", ""1990-12-12"", ""1990-12-05"", ""1990-11-29""), local = c(""GOVERNADOR DO ESTADO"", ""MESA DA ASSEMBLÉIA"", ""PLENÁRIO"", ""COMISSÃO REDAÇÃO"", ""PLENÁRIO"", ""PLENÁRIO"", ""COMISSÃO FISCALIZAÇÃO FINANCEIRA E ORÇAMENTÁRIA"", ""PLENÁRIO"", ""REUNIÃO CONJUNTA DE COMISSÕES"", ""PLENÁRIO"", ""PLENÁRIO""), historico = c(""PROPOSIÇÃO DE LEI SANCIONADA.\nLEI 10375 PUBLICADA NO DIÁRIO DO EXECUTIVO EM 11 1 1991."", 
""REMESSA DO OFÍCIO 3358/1990/SGM AO GOVERNADOR DO ESTADO\nENCAMINHANDO A PROPOSIÇÃO DE LEI 11092 PARA SANÇÃO."", ""APROVADO EM REDAÇÃO FINAL.\nÀ SANÇÃO."", ""REDAÇÃO FINAL.\nRELATOR: DEP. BERNARDO RUBINGER.\nPARECER PELA APROVAÇÃO, COM A EMENDA 1. APROVADO.\nPUBLICADO NO DL EM 20 12 1990."", ""APROVADO EM SEGUNDO TURNO, NA FORMA DO VENCIDO EM\nPRIMEIRO TURNO.\nÀ COMISSÃO DE REDAÇÃO.\nRECEBIDO NA CR EM 14 12 1990."", ""ENCERRADA A DISCUSSÃO EM SEGUNDO TURNO E ADIADA A VOTAÇÃO\nPOR FALTA DE QUORUM."", ""SEGUNDO TURNO.\nRELATOR: DEP. BERNARDO RUBINGER.\nPARECER PELA APROVAÇÃO DO PROJETO NA FORMA DO VENCIDO EM\nPRIMEIRO TURNO. APROVADO.\nPUBLICADO NO DL EM 15 12 1990."", 
""APROVADO EM PRIMEIRO TURNO COM A EMENDA 1.\nÀ COMISSÃO DE FISCALIZAÇÃO FINANCEIRA E ORÇAMENTÁRIA."", ""CCJ CAP CFFO\nPRIMEIRO TURNO.\nRELATOR: DEP. SAINT'CLAIR SOUTO.\nPARECER PELA APROVAÇÃO DO PROJETO COM A EMENDA 1.\nAPROVADO.\nPUBLICADO NO DL EM 13 12 1990."", ""REQUERIMENTO DO DEP. JOSÉ MILITÃO SOLICITANDO A\nAPRECIAÇÃO DO PROJETO EM REUNIÃO CONJUNTA DAS COMISSÕES\nA QUE FOI DISTRIBUÍDO. APROVADO.\nPUBLICADO NO DL EM 7 12 1990."", ""ÀS COMISSÕES DE CONSTITUIÇÃO E JUSTIÇA, DE ADMINISTRAÇÃO\nPÚBLICA E DE FISCALIZAÇÃO FINANCEIRA E ORÇAMENTÁRIA, PARA\nPARECER.\nRECEBIDO NA CCJ EM 3 12 1990.""
))",list(),list(),"list(descricao = ""OTC 109 1990"")",N,NA,,"PESSOAL
TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS (TCEMG)",1316,NULL,NA,ADMINISTRAÇÃO PÚBLICA,DELIBERAÇÃO EM DOIS TURNOS NO PLENÁRIO,LEI 10375 1991 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/10375/1991,LEI 10375 1991 - LEI ORDINÁRIA,PRL 11092 1990
Remissivo,PROJETO DE LEI,PL,2611,1990,DEPUTADO ELMIRO NASCIMENTO                 PFL,"DISPÕE SOBRE A CONCESSÃO E A PERMISSÃO DE SERVIÇOS PÚBLICOS NO
ÂMBITO DO ESTADO DE MINAS GERAIS, ESTABELECE O REGIME DAS EMPRESAS
CONCESSIONÁRIAS E PERMISSIONÁRIAS E DÁ OUTRAS PROVIDÊNCIAS.","DISPOSIÇÃO, NORMAS, CONCESSÃO, AUTORIZAÇÃO, SERVIÇOS PÚBLICOS,
TERCEIROS, ÂMBITO, ESTADO, REGIME, CONCESSIONÁRIA, PERMISSIONÁRIA,
ADMINISTRAÇÃO DIRETA, ADMINISTRAÇÃO INDIRETA.
EXPOSIÇÃO, CLÁUSULA, CONTRATO, CONCESSÃO, DELEGAÇÃO, SERVIÇOS
PÚBLICOS.
DELEGAÇÃO, EXECUÇÃO, SERVIÇOS PÚBLICOS, COMPETÊNCIA, ESTADO,
EXCEÇÃO, ÂMBITO, ADMINISTRAÇÃO DIRETA, FISCALIZAÇÃO, SEGURANÇA
PÚBLICA, PODER DE POLÍCIA.
NORMAS, APLICAÇÃO, TARIFAS, EXECUÇÃO, SERVIÇOS PÚBLICOS,
COMPETÊNCIA, ESTADO.
NORMAS, DELEGAÇÃO, CONCESSÃO, SERVIÇO, TRANSPORTE INTERMUNICIPAL,
ÂMBITO, ESTADO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1990-11-30,000137873,PL. 2611 1990 - PROJETO DE LEI,20131002,rosanacf,1991-01-22,"list(passo = 12:1, data = c(""1991-01-22"", ""1990-12-27"", ""1990-12-15"", ""1990-12-15"", ""1990-12-14"", ""1990-12-14"", ""1990-12-13"", ""1990-12-13"", ""1990-12-12"", ""1990-12-11"", ""1990-12-05"", ""1990-11-28""), local = c(""GOVERNADOR DO ESTADO"", ""MESA DA ASSEMBLÉIA"", ""PLENÁRIO"", ""COMISSÃO REDAÇÃO"", ""PLENÁRIO"", ""PLENÁRIO"", ""COMISSÃO FISCALIZAÇÃO FINANCEIRA E ORÇAMENTÁRIA"", ""PLENÁRIO"", ""REUNIÃO CONJUNTA DE COMISSÕES"", ""PLENÁRIO"", ""PLENÁRIO"", ""PLENÁRIO""), historico = c(""PROPOSIÇÃO DE LEI SANCIONADA.\nLEI 10453 PUBLICADA NO DIÁRIO DO EXECUTIVO EM 23 1 1991."", 
""REMESSA DO OFÍCIO 3380/1990/SGM AO GOVERNADOR DO ESTADO\nENCAMINHANDO A PROPOSIÇÃO DE LEI 11123 PARA SANÇÃO."", ""APROVADO EM REDAÇÃO FINAL.\nÀ SANÇÃO."", ""REDAÇÃO FINAL.\nRELATOR: DEP. BERNARDO RUBINGER.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 20 12 1990.\nERRATA PUBLICADA NO DL EM 27 12 1990, PÁG 47."", ""APROVADO EM SEGUNDO TURNO COM A EMENDA 1 DO DEP. ROMEU QUEIROZ,\nAPRESENTADA POR ACORDO DE LIDERANÇAS, DURANTE A VOTAÇÃO.\nÀ COMISSÃO DE REDAÇÃO."", ""ENCERRADA A DISCUSSÃO EM SEGUNDO TURNO E ADIADA A VOTAÇÃO\nPOR FALTA DE QUORUM."", 
""SEGUNDO TURNO.\nRELATOR: DEP. JOSÉ RENATO.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 14 12 1990."", ""APROVADO EM PRIMEIRO TURNO.\nÀ COMISSÃO DE FISCALIZAÇÃO FINANCEIRA E ORÇAMENTÁRIA."", ""CCJ CAP CFFO\nPRIMEIRO TURNO.\nRELATOR: DEP. LUIZ VICENTE.\nPARECER PELA APROVAÇÃO DO PROJETO. APROVADO.\nPUBLICADO NO DL EM 13 12 1990."", ""REQUERIMENTO DO DEP. ELMIRO NASCIMENTO SOLICITANDO REGIME\nDE URGÊNCIA. APROVADO.\nREQUERIMENTO PUBLICADO NO DL EM 13 12 1990."", ""REQUERIMENTO DO DEP. ELMIRO NASCIMENTO SOLICITANDO A\nAPRECIAÇÃO DO PROJETO EM REUNIÃO CONJUNTA DAS COMISSÕES\nA QUE FOI DISTRIBUÍDO. APROVADO.\nREQUERIMENTO PUBLICADO NO DL EM 13 12 1990."", 
""ÀS COMISSÕES DE CONSTITUIÇÃO E JUSTIÇA, DE ADMINISTRAÇÃO\nPÚBLICA E DE FISCALIZAÇÃO FINANCEIRA E ORÇAMENTÁRIA,\nPARA PARECER.\nERRATA PUBLICADA NO DL EM 1 12 1990.\nRECEBIDO NA CCJ EM 30 11 1990.""))",list(),list(),NULL,N,NA,1576,EMPRESA PÚBLICA,1650,"list(id = 1576, nome = ""DEPUTADO ELMIRO NASCIMENTO"", partido = ""PFL"")",NA,ADMINISTRAÇÃO PÚBLICA,DELIBERAÇÃO EM DOIS TURNOS NO PLENÁRIO,LEI 10453 1991 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/10453/1991,LEI 10453 1991 - LEI ORDINÁRIA,PRL 11123 1990
Remissivo,PROJETO DE LEI,PL,2610,1990,DEPUTADO BONIFÁCIO MOURÃO                  PMDB,"DECLARA DE UTILIDADE PÚBLICA O GRUPO CONVIVÊNCIA, COM SEDE EM SETE
LAGOAS.","DECLARAÇÃO, UTILIDADE PÚBLICA, INSTITUIÇÃO RECREATIVA, MUNICÍPIO,
SETE LAGOAS.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1990-11-30,000137874,PL. 2610 1990 - PROJETO DE LEI,20080718,drumo,1990-12-17,"list(passo = 3:1, data = c(""1990-12-17"", ""1990-12-12"", ""1990-11-28""), local = c(""PLENÁRIO"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO""), historico = c(""ARQUIVADO NOS TERMOS DO ART. 185 DO RI.\nREQUERIMENTO DO DEP. BONIFÁCIO MOURÃO SOLICITANDO O\nDESARQUIVAMENTO, PUBLICADO NO DL EM 15 6 1991."", ""PRIMEIRO TURNO.\nRELATOR: DEP. MAURO MORAES.\nPARECER PELA APROVAÇÃO. APROVADO.\nRECEBIDO NA CSA EM 12 12 1990."", ""ÀS COMISSÕES DE CONSTITUIÇÃO E JUSTIÇA, DE SAÚDE E AÇÃO\nSOCIAL E DE FISCALIZAÇÃO FINANCEIRA E ORÇAMENTÁRIA, PARA\nDELIBERAÇÃO.\nRECEBIDO NA CCJ EM 30 11 1990.""
))","list(expressao = ""(PL adj '321' adj 1991[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 321 1991"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%27321%27+adj+1991%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 321, ano = 1991)",list(),NULL,N,"DELIBERAÇÃO CONCLUSIVA DAS COMISSÕES, ART. 104, INCISO I, RI.",3667,UTILIDADE PÚBLICA,1052,"list(id = 3667, nome = ""DEPUTADO BONIFÁCIO MOURÃO"", partido = ""PMDB"")",NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,2609,1990,DEPUTADO JOSÉ DUARTE                       PFL,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO DOS APOSENTADOS E
PENSIONISTAS DO ALTO PARANAÍBA, COM SEDE NA CIDADE DE ARAXÁ.","DECLARAÇÃO, UTILIDADE PÚBLICA, SOCIEDADE CIVIL, MUNICÍPIO, ARAXÁ.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1990-11-30,000137875,PL. 2609 1990 - PROJETO DE LEI,20080718,drumo,1990-12-17,"list(passo = 4:1, data = c(""1990-12-17"", ""1990-12-14"", ""1990-12-12"", ""1990-11-28""), local = c(""PLENÁRIO"", ""COMISSÃO DE SAÚDE E AÇÃO SOCIAL"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO""), historico = c(""ARQUIVADO NOS TERMOS DO ART. 185 DO RI.\nREQUERIMENTO DO DEP. JOSÉ MILITÃO SOLICITANDO O\nDESARQUIVAMENTO DO PROJETO.\nREQUERIMENTO PUBLICADO NO DL EM 7 3 1991."", ""PRIMEIRO TURNO.\nRELATOR: DEP. PÉRICLES FERREIRA.\nPARECER PELA APROVAÇÃO. APROVADA A PROPOSIÇÃO.\nA APRECIAÇÃO EM SEGUNDO TURNO.\nPUBLICADO NO DL EM 14 12 1990.\nDL, EM 15 12 1990, PÁG 41 COL 2 (REPUBLICADO).\nRECEBIDO NA CSA EM 14 12 1990."", 
""PRIMEIRO TURNO.\nRELATOR: DEP. MAURO MORAES.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 14 12 1990.\nRECEBIDO NA CSA EM 12 12 1990."", ""ÀS COMISSÕES DE CONSTITUIÇÃO E JUSTIÇA, DE SAÚDE E AÇÃO\nSOCIAL E DE FISCALIZAÇÃO FINANCEIRA E ORÇAMENTÁRIA, PARA\nDELIBERAÇÃO.\nRECEBIDO NA CCJ EM 30 11 1990.""))","list(expressao = ""(PL adj '42' adj 1991[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 42 1991"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%2742%27+adj+1991%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 42, ano = 1991)",list(),NULL,N,"DELIBERAÇÃO CONCLUSIVA DAS COMISSÕES, ART. 104, INCISO I, RI.",3693,UTILIDADE PÚBLICA,1051,"list(id = 3693, nome = ""DEPUTADO JOSÉ DUARTE"", partido = ""PFL"")",NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,2608,1990,DEPUTADO RONALDO VASCONCELLOS              PL,"CONCEDE CRÉDITO PRESUMIDO DO ICMS PARA REALIZAÇÃO DE PROJETOS
CULTURAIS NO ESTADO DE MINAS GERAIS.","NORMAS, CONCESSÃO, CRÉDITO PRESUMIDO, (ICMS), REALIZAÇÃO, PROJETO,
DESENVOLVIMENTO, ATIVIDADE CULTURAL, BENEFICIÁRIO, EMPRESA,
ESTADO, EFEITO, REVOGAÇÃO, LEI SARNEY.
COMPETÊNCIA, SECRETARIA DE ESTADO DE FAZENDA (SEF), SECRETARIA DE
ESTADO DA CULTURA (SEC), ACOMPANHAMENTO, FISCALIZAÇÃO, APLICAÇÃO,
CRÉDITO PRESUMIDO, (ICMS).  NORMAS, INCIDÊNCIA, MULTA, EMPRESA,
OCORRÊNCIA, INFRAÇÃO, APLICAÇÃO, CRÉDITO PRESUMIDO, (ICMS).",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1990-11-29,000137880,PL. 2608 1990 - PROJETO DE LEI,19980101,Carga,1990-12-17,"list(passo = 2:1, data = c(""1990-12-17"", ""1990-11-27""), local = c(""PLENÁRIO"", ""PLENÁRIO""), historico = c(""ARQUIVADO NOS TERMOS DO ART. 185 DO RI.\nREQUERIMENTO DO DEP. AMILCAR PADOVANI SOLICITANDO O\nDESARQUIVAMENTO DO PROJETO.\nREQUERIMENTO PUBLICADO NO DL EM 7 3 1991."", ""ÀS COMISSÕES DE CONSTITUIÇÃO E JUSTIÇA, DE EDUCAÇÃO,\nCULTURA, DESPORTO E TURISMO E LAZER, E DE FISCALIZAÇÃO\nFINANCEIRA E ORÇAMENTÁRIA, PARA PARECER.\nRECEBIDO NA CCJ EM 30 11 1990.""))","list(expressao = ""(PL adj '36' adj 1991[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 36 1991"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%2736%27+adj+1991%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 36, ano = 1991)",list(),NULL,N,NA,3686,NA,NA,"list(id = 3686, nome = ""DEPUTADO RONALDO VASCONCELLOS"", partido = ""PL"")",NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,2607,1990,DEPUTADA MARIA ELVIRA                      PMDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO BENEFICENTE EMÍLIA DE
SOUZA LIMA - PRO-INFÂNCIA -, COM SEDE NA CIDADE DE BELO HORIZONTE.","DECLARAÇÃO, UTILIDADE PÚBLICA, INSTITUIÇÃO BENEFICENTE, MUNICÍPIO,
BELO HORIZONTE.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1990-11-29,000137881,PL. 2607 1990 - PROJETO DE LEI,20080718,drumo,1990-12-17,"list(passo = 3:1, data = c(""1990-12-17"", ""1990-12-13"", ""1990-11-27""), local = c(""PLENÁRIO"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO""), historico = c(""ARQUIVADO NOS TERMOS DO ART. 185 DO RI.\nREQUERIMENTO DA DEP. MARIA ELVIRA SOLICITANDO O\nDESARQUIVAMENTO DO PROJETO.\nREQUERIMENTO PUBLICADO NO DL EM 4 4 1991."", ""PRIMEIRO TURNO.\nRELATOR: DEP. AGOSTINHO VALENTE.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 27 12 1990.\nRECEBIDO NA CSA EM 13 12 1990."", ""ÀS COMISSÕES DE CONSTITUIÇÃO E JUSTIÇA, PARA EXAME\nPRELIMINAR, E DE SAÚDE E AÇÃO SOCIAL, PARA DELIBERAÇÃO.\nRECEBIDO NA CCJ EM 30 11 1990.""
))","list(expressao = ""(PL adj '181' adj 1991[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 181 1991"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%27181%27+adj+1991%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 181, ano = 1991)",list(),NULL,N,"DELIBERAÇÃO CONCLUSIVA DAS COMISSÕES, ART. 104, INCISO I, RI.",3670,UTILIDADE PÚBLICA,1050,"list(id = 3670, nome = ""DEPUTADA MARIA ELVIRA"", partido = ""PMDB"")",NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,2606,1990,DEPUTADO ALOÍSIO GARCIA                    PMDB,"DECLARA DE UTILIDADE PÚBLICA O CENTRO DE DESENVOLVIMENTO
COMUNITÁRIO DA REGIÃO DAS VERTENTES - CDC -, COM SEDE NO MUNICÍPIO
DE SÃO JOÃO DEL-REI.","DECLARAÇÃO, UTILIDADE PÚBLICA, ASSOCIAÇÃO COMUNITÁRIA, MUNICÍPIO,
SÃO JOÃO DEL-REI.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1990-11-29,000137882,PL. 2606 1990 - PROJETO DE LEI,20080718,drumo,1990-12-17,"list(passo = 4:1, data = c(""1990-12-17"", ""1990-12-14"", ""1990-12-10"", ""1990-11-27""), local = c(""PLENÁRIO"", ""COMISSÃO DE SAÚDE E AÇÃO SOCIAL"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO""), historico = c(""ARQUIVADO NOS TERMOS DO ART. 185 DO RI."", ""PRIMEIRO TURNO.\nRELATOR: DEP. PÉRICLES FERREIRA.\nPARECER PELA APROVAÇÃO. APROVADA A PROPOSIÇÃO.\nA APRECIAÇÃO EM SEGUNDO TURNO.\nPUBLICADO NO DL EM 14 12 1990.\nDL, EM 15 12 1990, PÁG 41 COL 2 (REPUBLICADO).\nRECEBIDO NA CSA EM 14 12 1990."", ""PRIMEIRO TURNO.\nRELATOR: DEP. DOMINGOS LANNA.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 14 12 1990.\nRECEBIDO NA CSA EM 12 12 1990."", 
""ÀS COMISSÕES DE CONSTITUIÇÃO E JUSTIÇA, PARA EXAME\nPRELIMINAR, E DE SAÚDE E AÇÃO SOCIAL, PARA DELIBERAÇÃO.\nRECEBIDO NA CCJ EM 29 11 1990.""))",list(),list(),NULL,N,"DELIBERAÇÃO CONCLUSIVA DAS COMISSÕES, ART. 104, INCISO I, RI.",3676,UTILIDADE PÚBLICA,1050,"list(id = 3676, nome = ""DEPUTADO ALOÍSIO GARCIA"", partido = ""PMDB"")",NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,2605,1990,DEPUTADO ALOÍSIO GARCIA                    PMDB,"AUTORIZA O GOVERNO DO ESTADO DE MINAS GERAIS A FAZER REVERSÃO DE
IMÓVEL SITUADO NO MUNICÍPIO DE CAPELINHA.","AUTORIZAÇÃO, EXECUTIVO, REVERSÃO, IMÓVEL, MUNICÍPIO, CAPELINHA,
DESTINAÇÃO, CONSTRUÇÃO, HABITAÇÃO POPULAR, PESSOA CARENTE.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1990-11-29,000137883,PL. 2605 1990 - PROJETO DE LEI,20120523,rosanacf,1990-12-17,"list(passo = 4:1, data = c(""1990-12-17"", ""1990-12-12"", ""1990-12-10"", ""1990-11-27""), local = c(""PLENÁRIO"", ""MESA DA ASSEMBLÉIA"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO""), historico = c(""ARQUIVADO NOS TERMOS DO ART. 185 DO RI."", ""REMESSA DO OFÍCIO 3199/1990/SGM AO SECRETÁRIO DE RECURSOS\nHUMANOS E ADMINISTRAÇÃO COM PEDIDO DE DILIGÊNCIA."", ""PRIMEIRO TURNO.\nRELATOR: DEP. DOMINGOS LANNA.\nCONVERTIDO EM DILIGÊNCIA À SECRETARIA DE RECURSOS\nHUMANOS E ADMINISTRAÇÃO, POR DETERMINAÇÃO DO PRESIDENTE\nDA COMISSÃO."", 
""ÀS COMISSÕES DE CONSTITUIÇÃO E JUSTIÇA E DE FISCALIZAÇÃO\nFINANCEIRA E ORÇAMENTÁRIA, PARA PARECER.\nRECEBIDO NA CCJ EM 29 11 1990.""))",list(),list(),NULL,N,NA,3676,IMÓVEL,1735,"list(id = 3676, nome = ""DEPUTADO ALOÍSIO GARCIA"", partido = ""PMDB"")",NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,2604,1990,DEPUTADO JOSÉ MARIA PINTO                  PRN,"DISPÕE SOBRE O FORNECIMENTO DE ARMA E ALGEMAS AO POLICIAL CIVIL E
MILITAR NO ATO DE SUA INVESTIDURA NO CARGO.","DISPOSIÇÃO, FORNECIMENTO, ARMA, ARMA DE FOGO, ALGEMAS, POLICIAL CIVIL,
POLICIAL MILITAR, OPORTUNIDADE, INVESTIDURA, CARGO.",REJEITADO,RJTDO,PROPOSIÇÕES REJEITADAS,MRJTD,1990-11-29,000137884,PL. 2604 1990 - PROJETO DE LEI,20190509,m10334,1990-12-15,"list(passo = 3:1, data = c(""1990-12-15"", ""1990-12-14"", ""1990-11-27""), local = c(""PLENÁRIO"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO""), historico = c(""PARECER PELA INCONSTITUCIONALIDADE. APROVADO.\nARQUIVE-SE."", ""PRIMEIRO TURNO.\nRELATOR: DEP. SAINT'CLAIR SOUTO.\nPARECER PELA INCONSTITUCIONALIDADE. APROVADO.\nPUBLICADO NO DL EM 15 12 1990."", ""ÀS COMISSÕES DE CONSTITUIÇÃO E JUSTIÇA, DE DEFESA SOCIAL\nE DE FISCALIZAÇÃO FINANCEIRA E ORÇAMENTÁRIA.\nRECEBIDO NA CCJ EM 30 11 1990.""))",list(),list(),NULL,N,NA,3705,NA,1718,"list(id = 3705, nome = ""DEPUTADO JOSÉ MARIA PINTO"", partido = ""PRN"")",NA,NA,NA,NA,NA,NA,NA,NA
