dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,indexacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,atualizacao,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,acompanhamento,autoresEstruturados,assuntoGeral,norma,horario,regime,legislacaoCitada,prazo,linksOrigem,tema,observacao,linkLegislacao.url,linkLegislacao.rotulo,proposicaoLei.descricao
Remissivo,PROJETO DE LEI,PL,2061,1989,DEPUTADO CARLOS PEREIRA                    PMDB,"DECLARA DE UTILIDADE PÚBLICA A SANTA CASA E HOSPITAL NOSSA SENHORA
DA GUIA, COM SEDE NO MUNICÍPIO DE CAPITÃO ENÉAS.","DECLARAÇÃO, UTILIDADE PÚBLICA, INSTITUIÇÃO HOSPITALAR, MUNICÍPIO,
CAPITÃO ENÉAS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1989-11-28,000139510,PL. 2061 1989 - PROJETO DE LEI,3673,20080717,drumo,1990-07-18,"list(passo = 11:1, data = c(""1990-07-18"", ""1990-07-11"", ""1990-06-28"", ""1990-06-28"", ""1990-06-22"", ""1990-05-31"", ""1990-05-16"", ""1990-04-20"", ""1990-03-13"", ""1989-12-01"", ""1989-11-24""), local = c(""GOVERNADOR DO ESTADO"", ""COORDENAÇÃO REDAÇÃO E REVISÃO"", ""PLENÁRIO"", ""COMISSÃO REDAÇÃO"", ""PLENÁRIO"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO"", ""PLENÁRIO"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO"", ""PLENÁRIO""), historico = c(""PROPOSIÇÃO DE LEI SANCIONADA.\nLEI 10240 PUBLICADA NO DIÁRIO DO EXECUTIVO EM 19 7 1990."", 
""REMESSA DO OFÍCIO 1689/1990/CRR AO GOVERNADOR DO ESTADO\nENCAMINHANDO A PROPOSIÇÃO DE LEI 10963 PARA SANÇÃO."", ""APROVADO EM REDAÇÃO FINAL.\nÀ SANÇÃO."", ""REDAÇÃO FINAL.\nRELATOR: DEP. BERNARDO RUBINGER.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 4 7 1990."", ""APROVADO EM TERCEIRA DISCUSSÃO.\nÀ COMISSÃO DE REDAÇÃO.\nRECEBIDO NA CR EM 22 6 1990."", ""TERCEIRA DISCUSSÃO.\nRELATOR: DEP. JOSÉ MARIA CHAVES.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 6 6 1990."", ""APROVADO EM SEGUNDA DISCUSSÃO.\nÀ COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA.\nRECEBIDO NA CCJ EM 17 5 1990."", 
""ENCERRADA A SEGUNDA DISCUSSÃO E ADIADA A VOTAÇÃO POR\nFALTA DE QUORUM."", ""SEGUNDA DISCUSSÃO.\nRELATOR: DEP. PAULO FERNANDO.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 17 3 1990."", ""APROVADO EM PRIMEIRA DISCUSSÃO.\nÀ COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA.\nRECEBIDO NA CCJ EM 1 12 1989."", ""AGUARDANDO INCLUSÃO EM ORDEM DO DIA PARA PRIMEIRA DISCUSSÃO.""))",list(),list(),N,"list(id = 3673, nome = ""DEPUTADO CARLOS PEREIRA"", partido = ""PMDB"")",UTILIDADE PÚBLICA,LEI 10240 1990 - LEI ORDINÁRIA,1804,NA,NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/10240/1990,LEI 10240 1990 - LEI ORDINÁRIA,PRL 10963 1990
Remissivo,PROJETO DE LEI,PL,2059,1989,DEPUTADO IRANI BARBOSA                     PL,"DISPÕE SOBRE A EMANCIPAÇÃO POLÍTICO-ADMINISTRATIVA DO DISTRITO DE
SEM-PEIXE, MUNICÍPIO DE DOM SILVÉRIO.","DISPOSIÇÃO, EMANCIPAÇÃO POLÍTICA, DISTRITO, SEM-PEIXE, MUNICÍPIO,
DOM SILVÉRIO.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1989-11-25,000139519,PL. 2059 1989 - PROJETO DE LEI,2126,19980101,Carga,1990-12-17,"list(passo = 5:1, data = c(""1990-12-17"", ""1989-12-14"", ""1989-12-07"", ""1989-12-05"", ""1989-11-23""), local = c(""PLENÁRIO"", ""COMISSÃO ASSUNTOS MUNICIPAIS E PLANEJAMENTOS REGIONAIS"", ""COMISSÃO ASSUNTOS MUNICIPAIS E PLANEJAMENTOS REGIONAIS"", ""PLENÁRIO"", ""PLENÁRIO""), historico = c(""ARQUIVADO NOS TERMOS DO ART. 185 DO RI."", ""SEGUNDA DISCUSSÃO.\nRELATOR: DEP. BERNARDO RUBINGER (REDISTRIBUÍDO).\nREQUERIMENTO PELA ANEXAÇÃO DO PROJETO AO PROCESSO\nRESPECTIVO. APROVADO."", ""SEGUNDA DISCUSSÃO.\nRELATOR: DEP. JORGE GIBRAM."", 
""APROVADO EM PRIMEIRA DISCUSSÃO.\nA COMISSÃO DE ASSUNTOS MUNICIPAIS E PLANEJAMENTOS\nREGIONAIS.\nRECEBIDO NA CAMPR EM 6 12 1989."", ""AGUARDANDO INCLUSÃO EM ORDEM DO DIA PARA PRIMEIRA DISCUSSÃO.""))",list(),list(),N,"list(id = 2126, nome = ""DEPUTADO IRANI BARBOSA"", partido = ""PL"")",NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,2058,1989,DEPUTADO IRANI BARBOSA                     PL,"DISPÕE SOBRE A EMANCIPAÇÃO POLÍTICO-ADMINISTRATIVA DO DISTRITO DE
ROSÁRIO DE LIMEIRA, MUNICÍPIO DE MURIAÉ.","DISPOSIÇÃO, EMANCIPAÇÃO POLÍTICA, DISTRITO, ROSÁRIO DE LIMEIRA,
MUNICÍPIO, MURIAÉ.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1989-11-25,000139520,PL. 2058 1989 - PROJETO DE LEI,2126,19980101,Carga,1990-12-17,"list(passo = 5:1, data = c(""1990-12-17"", ""1989-12-14"", ""1989-12-07"", ""1989-12-05"", ""1989-11-23""), local = c(""PLENÁRIO"", ""COMISSÃO ASSUNTOS MUNICIPAIS E PLANEJAMENTOS REGIONAIS"", ""COMISSÃO ASSUNTOS MUNICIPAIS E PLANEJAMENTOS REGIONAIS"", ""PLENÁRIO"", ""PLENÁRIO""), historico = c(""ARQUIVADO NOS TERMOS DO ART. 185 DO RI."", ""SEGUNDA DISCUSSÃO.\nRELATOR: DEP. JOSÉ BONIFÁCIO.\nREQUERIMENTO PELA ANEXAÇÃO DO PROJETO AO PROCESSO\nRESPECTIVO. APROVADO."", ""SEGUNDA DISCUSSÃO.\nRELATOR: DEP. JOSÉ BONIFÁCIO."", ""APROVADO EM PRIMEIRA DISCUSSÃO.\nA COMISSÃO DE ASSUNTOS MUNICIPAIS E PLANEJAMENTOS\nREGIONAIS.\nRECEBIDO NA CAMPR EM 6 12 1989."", 
""AGUARDANDO INCLUSÃO EM ORDEM DO DIA PARA PRIMEIRA DISCUSSÃO.""))",list(),list(),N,"list(id = 2126, nome = ""DEPUTADO IRANI BARBOSA"", partido = ""PL"")",NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,2057,1989,DEPUTADO IRANI BARBOSA                     PL,"DISPÕE SOBRE A EMANCIPAÇÃO POLÍTICO-ADMINISTRATIVA DO DISTRITO DE
SÃO JOSÉ DA LAPA, MUNICÍPIO DE VESPASIANO.","DISPOSIÇÃO, EMANCIPAÇÃO POLÍTICA, DISTRITO, SÃO JOSÉ DA LAPA,
MUNICÍPIO, VESPASIANO.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1989-11-25,000139521,PL. 2057 1989 - PROJETO DE LEI,2126,19980101,Carga,1990-12-17,"list(passo = 4:1, data = c(""1990-12-17"", ""1989-12-14"", ""1989-12-05"", ""1989-11-23""), local = c(""PLENÁRIO"", ""COMISSÃO ASSUNTOS MUNICIPAIS E PLANEJAMENTOS REGIONAIS"", ""PLENÁRIO"", ""PLENÁRIO""), historico = c(""ARQUIVADO NOS TERMOS DO ART. 185 DO RI."", ""SEGUNDA DISCUSSÃO.\nRELATOR: DEP. JOSÉ BONIFÁCIO.\nREQUERIMENTO PELA ANEXAÇÃO DO PROJETO AO PROCESSO\nRESPECTIVO. APROVADO."", ""APROVADO EM PRIMEIRA DISCUSSÃO.\nA COMISSÃO DE ASSUNTOS MUNICIPAIS E PLANEJAMENTOS\nREGIONAIS.\nRECEBIDO NA CAMPR EM 6 12 1989."", 
""AGUARDANDO INCLUSÃO EM ORDEM DO DIA PARA PRIMEIRA DISCUSSÃO.""))",list(),list(),N,"list(id = 2126, nome = ""DEPUTADO IRANI BARBOSA"", partido = ""PL"")",NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,2056,1989,DEPUTADO IRANI BARBOSA                     PL,"DISPÕE SOBRE A EMANCIPAÇÃO POLÍTICO-ADMINISTRATIVA DO DISTRITO DE
VENDA NOVA, MUNICÍPIO DE BELO HORIZONTE.","DISPOSIÇÃO, EMANCIPAÇÃO POLÍTICA, DISTRITO, VENDA NOVA, MUNICÍPIO,
BELO HORIZONTE.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1989-11-25,000139522,PL. 2056 1989 - PROJETO DE LEI,2126,19980101,Carga,1990-12-17,"list(passo = 5:1, data = c(""1990-12-17"", ""1989-12-14"", ""1989-12-07"", ""1989-12-05"", ""1989-11-23""), local = c(""PLENÁRIO"", ""COMISSÃO ASSUNTOS MUNICIPAIS E PLANEJAMENTOS REGIONAIS"", ""COMISSÃO ASSUNTOS MUNICIPAIS E PLANEJAMENTOS REGIONAIS"", ""PLENÁRIO"", ""PLENÁRIO""), historico = c(""ARQUIVADO NOS TERMOS DO ART. 185 DO RI."", ""SEGUNDA DISCUSSÃO.\nRELATOR: DEP. BERNARDO RUBINGER (REDISTRIBUÍDO).\nREQUERIMENTO PELA ANEXAÇÃO DO PROJETO AO PROCESSO\nRESPECTIVO. APROVADO."", ""SEGUNDA DISCUSSÃO.\nRELATOR: DEP. JORGE GIBRAM."", 
""APROVADO EM PRIMEIRA DISCUSSÃO.\nA COMISSÃO DE ASSUNTOS MUNICIPAIS E PLANEJAMENTOS\nREGIONAIS.\nRECEBIDO NA CAMPR EM 6 12 1989."", ""AGUARDANDO INCLUSÃO EM ORDEM DO DIA PARA PRIMEIRA DISCUSSÃO.""))",list(),list(),N,"list(id = 2126, nome = ""DEPUTADO IRANI BARBOSA"", partido = ""PL"")",NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,2055,1989,DEPUTADO JOSÉ LAVIOLA                      PMDB,"DECLARA DE UTILIDADE PÚBLICA AS OBRAS DA PARÓQUIA DE SANTO
ANTÔNIO, COM SEDE EM MANTENA.","DECLARAÇÃO, UTILIDADE PÚBLICA, INSTITUIÇÃO ASSISTENCIAL,
MUNICÍPIO, MANTENA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1989-11-25,000139523,PL. 2055 1989 - PROJETO DE LEI,1471,20080717,drumo,1990-06-28,"list(passo = 12:1, data = c(""1990-06-28"", ""1990-06-18"", ""1990-06-08"", ""1990-06-06"", ""1990-05-28"", ""1990-05-22"", ""1990-05-16"", ""1990-04-23"", ""1990-04-19"", ""1989-12-12"", ""1989-12-01"", ""1989-11-23""), local = c(""GOVERNADOR DO ESTADO"", ""COORDENAÇÃO REDAÇÃO E REVISÃO"", ""PLENÁRIO"", ""COMISSÃO REDAÇÃO"", ""PLENÁRIO"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO"", ""PLENÁRIO"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO"", ""PLENÁRIO""), historico = c(""PROPOSIÇÃO DE LEI SANCIONADA.\nLEI 10211 PUBLICADA NO DIÁRIO DO EXECUTIVO EM 29 6 1990."", 
""REMESSA DO OFÍCIO 1354/1990/CRR AO GOVERNADOR DO ESTADO\nENCAMINHANDO A PROPOSIÇÃO DE LEI 10917 PARA SANÇÃO."", ""APROVADO EM REDAÇÃO FINAL.\nÀ SANÇÃO."", ""REDAÇÃO FINAL.\nRELATOR: DEP. DELFIM RIBEIRO.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 12 6 1990."", ""APROVADO EM TERCEIRA DISCUSSÃO.\nÀ COMISSÃO DE REDAÇÃO.\nRECEBIDO NA CR EM 29 5 1990."", ""TERCEIRA DISCUSSÃO.\nRELATOR: DEP. JAIME MARTINS.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 25 5 1990."", ""APROVADO EM SEGUNDA DISCUSSÃO.\nÀ COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA.\nRECEBIDO NA CCJ EM 17 5 1990."", 
""ENCERRADA A SEGUNDA DISCUSSÃO E ADIADA A VOTAÇÃO POR\nFALTA DE QUORUM."", ""SEGUNDA DISCUSSÃO.\nRELATOR: DEP. LUIZ VICENTE.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 20 4 1990."", ""SEGUNDA DISCUSSÃO.\nCONVERTIDO EM DILIGÊNCIA AO AUTOR POR DETERMINAÇÃO DO\nPRESIDENTE DA COMISSÃO.\nCUMPRIDA A DILIGÊNCIA EM 29 3 1990.\nRECEBIDO NA CCJ EM 29 3 1990."", ""APROVADO EM PRIMEIRA DISCUSSÃO.\nÀ COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA.\nRECEBIDO NA CCJ EM 1 12 1989."", ""AGUARDANDO INCLUSÃO EM ORDEM DO DIA PARA PRIMEIRA DISCUSSÃO.""
))",list(),list(),N,"list(id = 1471, nome = ""DEPUTADO JOSÉ LAVIOLA"", partido = ""PMDB"")",UTILIDADE PÚBLICA,LEI 10211 1990 - LEI ORDINÁRIA,1802,NA,NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/10211/1990,LEI 10211 1990 - LEI ORDINÁRIA,PRL 10917 1990
Remissivo,PROJETO DE LEI,PL,2054,1989,DEPUTADO FERRAZ CALDAS                     PMDB,"AUTORIZA O PODER EXECUTIVO A CONCEDER ISENÇÃO DO ICMS SOBRE
APARELHOS E MATERIAIS DIDÁTICOS DESTINADOS AO USO DE PORTADORES DE
DEFICIÊNCIA VISUAL.","AUTORIZAÇÃO, EXECUTIVO, CONCESSÃO, ISENÇÃO, (ICMS), EQUIPAMENTOS,
DESTINAÇÃO, DEFICIENTE VISUAL.",PROJETO VETADO TOTALMENTE,PVETO,PROPOSIÇÕES APROVADAS,MAPRV,1989-11-25,000139524,PL. 2054 1989 - PROJETO DE LEI,1690,20150810,m10334,1990-11-09,"list(passo = 13:1, data = c(""1990-11-09"", ""1990-10-19"", ""1990-10-11"", ""1990-10-11"", ""1990-09-19"", ""1990-09-04"", ""1990-06-27"", ""1990-05-22"", ""1990-05-02"", ""1990-04-05"", ""1990-03-15"", ""1989-12-05"", ""1989-11-23""), local = c(""GOVERNADOR DO ESTADO"", ""MESA DA ASSEMBLÉIA"", ""PLENÁRIO"", ""COMISSÃO REDAÇÃO"", ""PLENÁRIO"", ""COMISSÃO FISCALIZAÇÃO FINANCEIRA E ORÇAMENTÁRIA"", ""PLENÁRIO"", ""COMISSÃO FINANÇAS E ORÇAMENTO"", ""COMISSÃO EDUCAÇÃO"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO"", 
""PLENÁRIO""), historico = c(""PROPOSIÇÃO DE LEI VETADA TOTALMENTE.\nRAZÕES DO VETO PUBLICADAS NO DIÁRIO DO EXECUTIVO EM\n10 11 1990.\nMENSAGEM 1733 1990 - ENCAMINHA RAZÕES DO VETO.\nPUBLICADA NO DL EM 22 11 1990.\n* * * PLENÁRIO, EM 21 2 1991.\nMANTIDO O VETO À PROPOSIÇÃO DE LEI 11034."", ""REMESSA DO OFÍCIO 2193/1990/SGM AO GOVERNADOR DO ESTADO\nENCAMINHANDO A PROPOSIÇÃO DE LEI 11034 PARA SANÇÃO."", ""APROVADO EM REDAÇÃO FINAL.\nÀ SANÇÃO."", ""REDAÇÃO FINAL.\nRELATOR: DEP. BERNARDO RUBINGER.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 16 10 1990."", 
""APROVADO EM TERCEIRA DISCUSSÃO.\nÀ COMISSÃO DE REDAÇÃO.\nRECEBIDO NA CR EM 20 9 1990."", ""TERCEIRA DISCUSSÃO.\nRELATOR: DEP. SERAFIM GODINHO.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 18 9 1990."", ""APROVADO EM SEGUNDA DISCUSSÃO.\nA COMISSÃO DE FINANÇAS E ORÇAMENTO.\nRECEBIDO NA CFO EM 28 6 1990."", ""SEGUNDA DISCUSSÃO.\nRELATORA: DEP. SANDRA STARLING.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 24 5 1990."", ""SEGUNDA DISCUSSÃO.\nRELATOR: DEP. AGOSTINHO PATRUS.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 24 5 1990.\nRECEBIDO NA CFO EM 3 5 1990."", 
""SEGUNDA DISCUSSÃO.\nRELATORA: DEP. MARIA ELVIRA (REDISTRIBUÍDO).\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 24 5 1990.\nRECEBIDO NA CED EM 10 4 1990."", ""SEGUNDA DISCUSSÃO.\nRELATOR: DEP. SAINT'CLAIR SOUTO."", ""APROVADO EM PRIMEIRA DISCUSSÃO.\nÀS COMISSÕES DE CONSTITUIÇÃO E JUSTIÇA, DE EDUCAÇÃO E DE\nFINANÇAS E ORÇAMENTO.\nRECEBIDO NA CCJ EM 6 12 1989."", ""AGUARDANDO INCLUSÃO EM ORDEM DO DIA PARA PRIMEIRA DISCUSSÃO.""))",list(),list(),N,"list(id = 1690, nome = ""DEPUTADO FERRAZ CALDAS"", partido = ""PMDB"")","IMPOSTO SOBRE CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS (ICMS)
PESSOA COM DEFICIÊNCIA
TRIBUTOS",NA,1805,NA,NA,NA,NULL,NA,NA,NA,NA,PRL 11034 1990
Remissivo,PROJETO DE LEI,PL,2051,1989,GOVERNADOR NEWTON CARDOSO,"ELEVA O LIMITE FIXADO NO ARTIGO 6 DA LEI 9747, DE 21 DE DEZEMBRO
DE 1988, MODIFICADO PELA LEI 9945, DE 25 DE SETEMBRO DE 1989.","AUMENTO, PERCENTAGEM, ABERTURA, CRÉDITO SUPLEMENTAR, FIXAÇÃO,
ESTIMATIVA, DESPESA, ORÇAMENTO, EXERCÍCIO FINANCEIRO SEGUINTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1989-11-25,000139525,PL. 2051 1989 - PROJETO DE LEI,,20131008,rosanacf,1989-12-11,"list(passo = 12:1, data = c(""1989-12-11"", ""1989-12-07"", ""1989-12-07"", ""1989-12-07"", ""1989-12-07"", ""1989-12-06"", ""1989-12-05"", ""1989-12-01"", ""1989-12-01"", ""1989-12-01"", ""1989-11-30"", ""1989-11-23""), local = c(""GOVERNADOR DO ESTADO"", ""COORDENAÇÃO REDAÇÃO E REVISÃO"", ""PLENÁRIO"", ""COMISSÃO REDAÇÃO"", ""PLENÁRIO"", ""REUNIÃO CONJUNTA DE COMISSÕES"", ""REUNIÃO CONJUNTA DE COMISSÕES"", ""REUNIÃO CONJUNTA DE COMISSÕES"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO"", ""PLENÁRIO"", ""PLENÁRIO""), historico = c(""PROPOSIÇÃO DE LEI SANCIONADA.\nLEI 10039 PUBLICADA NO DIÁRIO DO EXECUTIVO EM 12 12 1989."", 
""REMESSA DO OFÍCIO 3702/1989/CRR AO GOVERNADOR DO ESTADO\nENCAMINHANDO A PROPOSIÇÃO DE LEI 10735 PARA SANÇÃO."", ""APROVADO EM REDAÇÃO FINAL.\nÀ SANÇÃO."", ""REDAÇÃO FINAL.\nRELATOR: DEP. MENDES BARROS.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 8 12 1989."", ""APROVADO EM DISCUSSÃO ÚNICA.\nÀ COMISSÃO DE REDAÇÃO.\nRECEBIDO NA CR EM 7 12 1989."", ""CCJ CFO\nDISCUSSÃO ÚNICA.\nRELATOR: DEP. BERNARDO RUBINGER.\nOFÍCIO ENVIADO PELO SR. GOVERNADOR DO ESTADO EM RESPOSTA\nAO REQUERIMENTO APROVADO EM REUNIÃO ANTERIOR PELOS\nMEMBROS DESTA COMISSÃO.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 7 12 1989."", 
""CCJ CFO\nDISCUSSÃO ÚNICA.\nRELATOR: DEP. BERNARDO RUBINGER.\nREQUERIMENTO DOS MEMBROS DA COMISSÃO DE CONSTITUIÇÃO E\nJUSTIÇA SOLICITANDO AO GOVERNADOR DO ESTADO INFORMAÇÕES\nSOBRE O MONTANTE DE RECURSOS DESTINADOS À ABERTURA DE\nCRÉDITOS SUPLEMENTARES E QUAL A DESTINAÇÃO DESTES\nRECURSOS. APROVADO."", ""CCJ CFO\nDISCUSSÃO ÚNICA.\nRELATOR: DEP. BERNARDO RUBINGER.\nPARECER PELA APROVAÇÃO. VISTA AO DEP. JOÃO PEDRO GUSTIN."", ""ENCAMINHADO ÀS COMISSÕES DE CONSTITUIÇÃO E JUSTIÇA E DE\nFINANÇAS E ORÇAMENTO PARA APRECIAÇÃO EM REUNIÃO CONJUNTA\nEM VIRTUDE DE APROVAÇÃO DO REQUERIMENTO DO DEP. ELMO BRAZ.\nRECEBIDO NA CCJ CFO EM 1 12 1989."", 
""REQUERIMENTO DO DEP. ELMO BRAZ SOLICITANDO APRECIAÇÃO DO\nPROJETO EM REUNIÃO CONJUNTA DAS COMISSÕES A QUE FOI\nDISTRIBUÍDO. APROVADO.\nREQUERIMENTO PUBLICADO NO DL EM 5 12 1989."", ""ESGOTADO SEM APRESENTAÇÃO DE EMENDAS O PRAZO REGIMENTAL,\nVAI O PROJETO ÀS COMISSÕES DE CONSTITUIÇÃO E JUSTIÇA E DE\nFINANÇAS E ORÇAMENTO.\nRECEBIDO NA CCJ EM 30 11 1989."", ""AGUARDANDO EMENDAS, NA MESA, PELO PRAZO DE TRÊS DIAS.""))",list(),list(),N,NULL,"CRÉDITO
ORÇAMENTO",LEI 10039 1989 - LEI ORDINÁRIA,1453,NA,"LEI 9747 1988 - LEI ORDINÁRIA
LEI 9945 1989 - LEI ORDINÁRIA",NA,"list(descricao = ""MSG 1239 1989"")",FINANÇAS PÚBLICAS,NA,/legislacao/mineira/LEI/10039/1989,LEI 10039 1989 - LEI ORDINÁRIA,PRL 10735 1989
Remissivo,PROJETO DE LEI,PL,2050,1989,DEPUTADO PAULO PEREIRA                     PMDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO MINEIRA DE CRIADORES DE
GIR - AMICIGIR, COM SEDE NA CIDADE DE BELO HORIZONTE.","DECLARAÇÃO, UTILIDADE PÚBLICA, ASSOCIAÇÃO DE CRIADORES DE GIR,
MUNICÍPIO, BELO HORIZONTE.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1989-11-24,000139538,PL. 2050 1989 - PROJETO DE LEI,3679,20080717,drumo,1990-12-17,"list(passo = 4:1, data = c(""1990-12-17"", ""1990-03-13"", ""1989-12-01"", ""1989-11-22""), local = c(""PLENÁRIO"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO"", ""PLENÁRIO""), historico = c(""ARQUIVADO NOS TERMOS DO ART. 185 DO RI."", ""SEGUNDA DISCUSSÃO.\nCONVERTIDO EM DILIGÊNCIA AO AUTOR, POR DETERMINAÇÃO DO\nPRESIDENTE DA COMISSÃO."", ""APROVADO EM PRIMEIRA DISCUSSÃO.\nÀ COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA.\nRECEBIDO NA CCJ EM 1 12 1989."", ""AGUARDANDO INCLUSÃO EM ORDEM DO DIA PARA PRIMEIRA DISCUSSÃO.""))",list(),list(),N,"list(id = 3679, nome = ""DEPUTADO PAULO PEREIRA"", partido = ""PMDB"")",UTILIDADE PÚBLICA,NA,1800,NA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,2049,1989,DEPUTADO PAULO PEREIRA                     PMDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO MINEIRA DOS CRIADORES DE
COELHOS - AMICCO -, COM SEDE NA CIDADE DE BELO HORIZONTE.","DECLARAÇÃO, UTILIDADE PÚBLICA, ASSOCIAÇÃO DE CRIADORES DE COELHOS,
MUNICÍPIO, BELO HORIZONTE.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1989-11-24,000139539,PL. 2049 1989 - PROJETO DE LEI,3679,20080717,drumo,1990-12-17,"list(passo = 4:1, data = c(""1990-12-17"", ""1990-03-13"", ""1989-12-01"", ""1989-11-22""), local = c(""PLENÁRIO"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO"", ""PLENÁRIO""), historico = c(""ARQUIVADO NOS TERMOS DO ART. 185 DO RI."", ""SEGUNDA DISCUSSÃO.\nCONVERTIDO EM DILIGÊNCIA AO AUTOR, POR DETERMINAÇÃO DO\nPRESIDENTE DA COMISSÃO."", ""APROVADO EM PRIMEIRA DISCUSSÃO.\nÀ COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA.\nRECEBIDO NA CCJ EM 1 12 1989."", ""AGUARDANDO INCLUSÃO EM ORDEM DO DIA PARA PRIMEIRA DISCUSSÃO.""))",list(),list(),N,"list(id = 3679, nome = ""DEPUTADO PAULO PEREIRA"", partido = ""PMDB"")",UTILIDADE PÚBLICA,NA,1759,NA,NA,NA,NULL,NA,NA,NA,NA,NA
