dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,indexacao,observacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,assuntoGeral,norma,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,acompanhamento,autoresEstruturados,tema,regime,linksOrigem,local,arquivamento,linkLegislacao.url,linkLegislacao.rotulo
Remissivo,PROJETO DE LEI,PL,2091,1982,DEPUTADO JÉSUS TRINDADE                    PDS,"CONCEDE O TÍTULO DE CIDADÃO HONORÁRIO DO ESTADO DE MINAS GERAIS AO SR.
JOÃO BATISTA PIMENTEL.","CONCESSÃO HONORÍFICA, CIDADANIA.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1982-09-23,000149586,PL. 2091 1982 - PROJETO DE LEI,1048,"HOMENAGEM
INDÚSTRIA, COMÉRCIO E SERVIÇOS",NA,20150902,1647,malves,1982-09-21,"list(passo = 1, data = ""1982-09-21"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 29 9 1982\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 1048, nome = ""DEPUTADO JÉSUS TRINDADE"", partido = ""PDS"")","INDÚSTRIA, COMÉRCIO E SERVIÇOS",NA,NULL,ARQUIVO,19830131,NA,NA
Remissivo,PROJETO DE LEI,PL,2078,1982,DEPUTADO LUIZ JUNQUEIRA                    MDB,"DECLARA DE UTILIDADE PÚBLICA A CRECHE DIVINO PAI ETERNO,
COM SEDE EM CAMPINA VERDE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, CAMPINA VERDE.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1982-09-16,000149587,PL. 2078 1982 - PROJETO DE LEI,324,UTILIDADE PÚBLICA,NA,20120131,1144,rosanacf,1982-09-14,"list(passo = 1, data = ""1982-09-14"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 28 9 1982\nARQUIVADO, FINAL DA LEGISLATURA."")",list(),list(),N,"list(id = 324, nome = ""DEPUTADO LUIZ JUNQUEIRA"", partido = ""MDB"")",NA,DELIBERAÇÃO DE PLENÁRIO,NULL,ARQUIVO,19830131,NA,NA
Remissivo,PROJETO DE LEI,PL,2077,1982,DEPUTADO HUMBERTO ALMEIDA                  ARENA,"AUTORIZA O PODER EXECUTIVO A CEDER DIREITOS E AÇÕES DE EFEITOS
INDENIZATÓRIOS DECORRENTES DA CONSTRUÇÃO DA REPRESA DE FURNAS CENTRAIS
ELÉTRICAS S.A., EM TERRENO DE SUA PROPRIEDADE.","AUTORIZAÇÃO, EXECUTIVO, CESSÃO DE DIREITOS, AÇÕES, PREFEITURA
MUNICIPAL, MUNICÍPIO, CAMPO BELO, EFEITO, INDENIZAÇÃO, FURNAS CENTRAIS
ELÉTRICAS S/A (FURNAS).
AUTORIZAÇÃO, EXECUTIVO, ASSINATURA, CONVÊNIO, FURNAS CENTRAIS ELÉTRICAS
S/A (FURNAS), PREFEITURA MUNICIPAL, MUNICÍPIO, CAMPO BELO, EFETIVAÇÃO,
CESSÃO DE DIREITOS.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1982-09-16,000149588,PL. 2077 1982 - PROJETO DE LEI,1682,IMÓVEL,LEI 8358 1982 - LEI ORDINÁRIA,20160609,1652,malves,1982-09-14,"list(passo = 1, data = ""1982-09-14"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 21 9 1982\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 27 10 1982\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 25 11 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 29 11 1982\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 23 10 1982\nECONOMIA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NARCISO MICHELLI\nPUBLICAÇÃO: 23 10 1982\nECONOMIA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. LEÃO BORGES\nPUBLICAÇÃO: 24 11 1982\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 30 11 1982\nSANCIONADO\nPUBLICAÇÃO DA LEI: 8 12 1982"")",list(),list(),N,"list(id = 1682, nome = ""DEPUTADO HUMBERTO ALMEIDA"", partido = ""ARENA"")",NA,DELIBERAÇÃO DE PLENÁRIO,NULL,NA,NA,/legislacao/mineira/LEI/8358/1982,LEI 8358 1982 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,2076,1982,DEPUTADO JÉSUS TRINDADE                    PDS,"AUTORIZA O PODER EXECUTIVO A ALTERAR A ATUAL JORNADA DE
TRABALHO DO FUNCIONALISMO PÚBLICO DO ESTADO.",NA,NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1982-09-11,000149590,PL. 2076 1982 - PROJETO DE LEI,1048,NA,NA,20090803,1723,drumo,1982-09-09,"list(passo = 1, data = ""1982-09-09"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 30 9 1982\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 1048, nome = ""DEPUTADO JÉSUS TRINDADE"", partido = ""PDS"")",NA,DELIBERAÇÃO DE PLENÁRIO,NULL,ARQUIVO,19830131,NA,NA
Remissivo,PROJETO DE LEI,PL,2065,1982,DEPUTADO DELFIM RIBEIRO                    PFL,"CONCEDE A ANTONIO JOAQUIM DE ANDRADE E ALMEIDA O TÍTULO DE
CIDADÃO HONORÁRIO DO ESTADO DE MINAS GERAIS.",NA,NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1982-09-03,000149604,PL. 2065 1982 - PROJETO DE LEI,1743,NA,NA,20090803,1703,drumo,1982-09-01,"list(passo = 1, data = ""1982-09-01"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 21 9 1982\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 1743, nome = ""DEPUTADO DELFIM RIBEIRO"", partido = ""PFL"")",NA,DELIBERAÇÃO DE PLENÁRIO,NULL,ARQUIVO,19830131,NA,NA
Remissivo,PROJETO DE LEI,PL,2064,1982,DEPUTADO JOÃO PEDRO GUSTIN                 PSDB,"DECLARA DE UTILIDADE PÚBLICA A FEDERAÇÃO MINEIRA DE FUTEBOL
- FMF, COM SEDE EM BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1982-09-03,000149605,PL. 2064 1982 - PROJETO DE LEI,1462,UTILIDADE PÚBLICA,LEI 8336 1982 - LEI ORDINÁRIA,20120131,1144,rosanacf,1982-09-01,"list(passo = 1, data = ""1982-09-01"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 21 9 1982\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 29 9 1982\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 26 10 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 28 10 1982\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ADEMIR LUCAS\nPUBLICAÇÃO: 25 9 1982\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. HIDELBRANDO CANABRAVA\nPUBLICAÇÃO: 15 10 1982\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. CAMILO MACHADO\nPUBLICAÇÃO: 30 10 1982\nSANCIONADO\nPUBLICAÇÃO DA LEI: 1 12 1982"")",list(),list(),N,"list(id = 1462, nome = ""DEPUTADO JOÃO PEDRO GUSTIN"", partido = ""PSDB"")",NA,DELIBERAÇÃO DE PLENÁRIO,NULL,NA,NA,/legislacao/mineira/LEI/8336/1982,LEI 8336 1982 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,2059,1982,DEPUTADO ARTUR FAGUNDES                    PDS,"DÁ A DENOMINAÇÃO DE ESCOLA ESTADUAL ALFREDO MOTA À ESCOLA ESTADUAL DA
VILA DE SÃO JOÃO DA VEREDA, NO DISTRITO DE MESMO NOME, EM MONTES
CLAROS.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, MONTES CLAROS.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1982-09-02,000149608,PL. 2059 1982 - PROJETO DE LEI,739,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,20120503,1749,rosanacf,1982-08-31,"list(passo = 1, data = ""1982-08-31"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 8 9 1982\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 739, nome = ""DEPUTADO ARTUR FAGUNDES"", partido = ""PDS"")",NA,NA,NULL,ARQUIVO,19830131,NA,NA
Remissivo,PROJETO DE LEI,PL,2057,1982,DEPUTADO HÉLIO RESENDE                     PFL,"PASSA A DENOMINAR-SE ESCOLA ESTADUAL DR. CARLINDO GARCEZ A ATUAL ESCOLA
ESTADUAL PIRANGUITA, LOCALIZADA NO DISTRITO DE PIRANGUITA, MUNICÍPIO DE
RIO ESPERA.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, RIO ESPERA.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1982-09-02,000149609,PL. 2057 1982 - PROJETO DE LEI,2037,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,20120503,1750,rosanacf,1982-08-31,"list(passo = 1, data = ""1982-08-31"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 2 9 1982\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 2037, nome = ""DEPUTADO HÉLIO RESENDE"", partido = ""PFL"")",NA,NA,NULL,ARQUIVO,19830131,NA,NA
Remissivo,PROJETO DE LEI,PL,2056,1982,DEPUTADO JÉSUS TRINDADE                    PDS,"DÁ A DENOMINAÇÃO DE PREFEITO JOÃO FRANCISCO AO PRÉDIO DO FÓRUM DA
CIDADE DE MORADA NOVA DE MINAS.","DENOMINAÇÃO, FÓRUM, COMARCA DE MORADA NOVA DE MINAS.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1982-09-02,000149610,PL. 2056 1982 - PROJETO DE LEI,1048,PRÓPRIO PÚBLICO,NA,20120503,1751,rosanacf,1982-08-31,"list(passo = 1, data = ""1982-08-31"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 2 9 1982\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 1048, nome = ""DEPUTADO JÉSUS TRINDADE"", partido = ""PDS"")",NA,NA,NULL,ARQUIVO,19830131,NA,NA
Remissivo,PROJETO DE LEI,PL,2053,1982,DEPUTADO FÁBIO VASCONCELLOS                ARENA,"DECLARA DE UTILIDADE PÚBLICA O CENTRO COMUNITÁRIO BOM JESUS,
COM SEDE NA CIDADE DE ARAXÁ.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, ARAXÁ.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1982-08-28,000149617,PL. 2053 1982 - PROJETO DE LEI,1197,UTILIDADE PÚBLICA,LEI 8318 1982 - LEI ORDINÁRIA,20120131,1145,rosanacf,1982-08-26,"list(passo = 1, data = ""1982-08-26"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 8 9 1982\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 28 9 1982\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 7 10 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 19 10 1982\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MÁRIO PACHECO\nPUBLICAÇÃO: 11 9 1982\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: (NÃO CONSTA)\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NARCÉLIO MENDES\nPUBLICAÇÃO: 22 10 1982\nSANCIONADO\nPUBLICAÇÃO DA LEI: 29 10 1982"")",list(),list(),N,"list(id = 1197, nome = ""DEPUTADO FÁBIO VASCONCELLOS"", partido = ""ARENA"")",NA,DELIBERAÇÃO DE PLENÁRIO,NULL,NA,NA,/legislacao/mineira/LEI/8318/1982,LEI 8318 1982 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,2048,1982,DEPUTADO AMILCAR PADOVANI                  PTB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO DOS HEMOFÍLICOS DE
MINAS GERAIS, COM SEDE EM JUIZ DE FORA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, JUIZ DE FORA.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1982-08-26,000149619,PL. 2048 1982 - PROJETO DE LEI,1189,UTILIDADE PÚBLICA,LEI 8339 1982 - LEI ORDINÁRIA,20120131,1145,rosanacf,1982-08-24,"list(passo = 1, data = ""1982-08-24"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 2 9 1982\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 28 9 1982\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 26 10 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 28 10 1982\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NARCISO MICHELLI\nPUBLICAÇÃO: 18 9 1982\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. HIDELBRANDO CANABRAVA\nPUBLICAÇÃO: 15 10 1982\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. CAMILO MACHADO\nPUBLICAÇÃO: 30 10 1982\nSANCIONADO\nPUBLICAÇÃO DA LEI: 1 12 1982"")",list(),list(),N,"list(id = 1189, nome = ""DEPUTADO AMILCAR PADOVANI"", partido = ""PTB"")",NA,DELIBERAÇÃO DE PLENÁRIO,NULL,NA,NA,/legislacao/mineira/LEI/8339/1982,LEI 8339 1982 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,2047,1982,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A REVERTER IMÓVEL AO MUNICÍPIO DE SANTANA DO
DESERTO.","AUTORIZAÇÃO, EXECUTIVO, REVERSÃO, IMÓVEL, MUNICÍPIO, SANTANA DO DESERTO.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1982-08-25,000149621,PL. 2047 1982 - PROJETO DE LEI,,IMÓVEL,LEI 8321 1982 - LEI ORDINÁRIA,20120605,1511,rosanacf,1982-08-24,"list(passo = 1, data = ""1982-08-24"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 7 10 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 21 10 1982\nCOMISSÕES:\nJUSTIÇA E ECONOMIA (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 15 9 1982\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NARCÉLIO MENDES\nPUBLICAÇÃO: 27 10 1982\nSANCIONADO\nPUBLICAÇÃO DA LEI: 19 11 1982"")",list(),list(),N,NULL,NA,NA,"list(descricao = ""MSG 846 1982"")",NA,NA,/legislacao/mineira/LEI/8321/1982,LEI 8321 1982 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,2046,1982,GOVERNADOR DO ESTADO,AUTORIZA O PODER EXECUTIVO A DOAR IMÓVEL AO MUNICÍPIO DE ALÉM PARAÍBA.,"AUTORIZAÇÃO, EXECUTIVO, DOAÇÃO, IMÓVEL, MUNICÍPIO, ALÉM PARAÍBA.",NA,PROJETO VETADO TOTALMENTE,PVETO,PROPOSIÇÕES APROVADAS,MAPRV,1982-08-25,000149622,PL. 2046 1982 - PROJETO DE LEI,,IMÓVEL,NA,20120605,1514,rosanacf,1982-08-24,"list(passo = 1, data = ""1982-08-24"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 6 10 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 19 10 1982\nCOMISSÕES:\nJUSTIÇA E ECONOMIA (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 15 9 1982\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NARCÉLIO MENDES\nPUBLICAÇÃO: 22 10 1982\nVETADO TOTALMENTE\nPUBLICAÇÃO DAS RAZÕES DO VETO: 10 11 1982\nVETO MANTIDO"")",list(),list(),N,NULL,NA,NA,"list(descricao = ""MSG 845 1982"")",NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,2045,1982,DEPUTADO GERALDO DA COSTA PEREIRA          PMDB,"DECLARA DE UTILIDADE PÚBLICA A BANDA DE MÚSICA SANTA CECÍLIA,
COM SEDE EM ARAÚJOS.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, ARAÚJOS.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1982-08-21,000149653,PL. 2045 1982 - PROJETO DE LEI,2036,UTILIDADE PÚBLICA,NA,20120131,1145,rosanacf,1982-08-19,"list(passo = 1, data = ""1982-08-19"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 25 8 1982\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 2036, nome = ""DEPUTADO GERALDO DA COSTA PEREIRA"", partido = ""PMDB"")",NA,DELIBERAÇÃO DE PLENÁRIO,NULL,ARQUIVO,19830131,NA,NA
Remissivo,PROJETO DE LEI,PL,2044,1982,DEPUTADO JÉSUS TRINDADE                    PDS,"AUTORIZA O PODER EXECUTIVO A CONCEDER O DÉCIMO TERCEIRO
SALÁRIO AOS FUNCIONÁRIOS PÚBLICOS DO ESTADO.",NA,NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1982-08-21,000149654,PL. 2044 1982 - PROJETO DE LEI,1048,NA,NA,20090803,1656,drumo,1982-08-19,"list(passo = 1, data = ""1982-08-19"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 1048, nome = ""DEPUTADO JÉSUS TRINDADE"", partido = ""PDS"")",NA,DELIBERAÇÃO DE PLENÁRIO,NULL,ARQUIVO,19830131,NA,NA
Remissivo,PROJETO DE LEI,PL,2013,1982,DEPUTADO JOSÉ PEREIRA                      PMDB,"DECLARA DE UTILIDADE PÚBLICA A CASA DE JESUS DE MATOZINHOS,
COM SEDE EM MATOZINHOS.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, MATOZINHOS.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1982-08-19,000149677,PL. 2013 1982 - PROJETO DE LEI,2040,UTILIDADE PÚBLICA,NA,20120131,1146,rosanacf,1982-08-17,"list(passo = 1, data = ""1982-08-17"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 25 8 1982\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 2040, nome = ""DEPUTADO JOSÉ PEREIRA"", partido = ""PMDB"")",NA,DELIBERAÇÃO DE PLENÁRIO,NULL,ARQUIVO,19830131,NA,NA
Remissivo,PROJETO DE LEI,PL,1990,1982,GOVERNADOR DO ESTADO,"DISPÕE SOBRE A CAIXA BENEFICENTE DA POLÍCIA MILITAR DO ESTADO
DE MINAS GERAIS - CBPM.",NA,NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1982-08-17,000149679,PL. 1990 1982 - PROJETO DE LEI,,POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS (PMMG),LEI 8284 1982 - LEI ORDINÁRIA,20131015,1711,rosanacf,1982-08-13,"list(passo = 1, data = ""1982-08-13"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO:\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 9 9 1982\nREDAÇÃO FINAL\nAPROVAÇÃO: 21 9 1982\nCOMISSÕES:\nJUSTIÇA, SERVIÇO PÚBLICO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 2 9 1982\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. HIDELBRANDO CANABRAVA\nPUBLICAÇÃO: 22 9 1982\nSANCIONADO\nPUBLICAÇÃO DA LEI: 2 10 1982"")",list(),list(),N,NULL,ADMINISTRAÇÃO PÚBLICA,DELIBERAÇÃO DE PLENÁRIO,"list(descricao = ""MSG 838 1982"")",NA,NA,/legislacao/mineira/LEI/8284/1982,LEI 8284 1982 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,1988,1982,DEPUTADO EUCLIDES CINTRA                   PDS,"DÁ A DENOMINAÇÃO DE DR. AMARÍLIO BARRETO COSTA À ESCOLA ESTADUAL
DO BAIRRO DE SANTA CRUZ, DE ITAJUBÁ.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, ITAJUBÁ.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1982-08-14,000149680,PL. 1988 1982 - PROJETO DE LEI,295,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,20120503,1754,rosanacf,1982-08-12,"list(passo = 1, data = ""1982-08-12"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 25 8 1982\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 295, nome = ""DEPUTADO EUCLIDES CINTRA"", partido = ""PDS"")",NA,NA,NULL,ARQUIVO,19830131,NA,NA
Remissivo,PROJETO DE LEI,PL,1987,1982,DEPUTADO ROBERTO LUIZ SOARES               PDS,"DECLARA DE UTILIDADE PÚBLICA O CONSELHO DE DESENVOLVIMENTO
COMUNITÁRIO DE DOM CORREIA, MUNICÍPIO DE MANHUAÇU.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, MANHUAÇU.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1982-08-14,000149681,PL. 1987 1982 - PROJETO DE LEI,2115,UTILIDADE PÚBLICA,NA,20120131,1146,rosanacf,1982-08-12,"list(passo = 1, data = ""1982-08-12"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 25 8 1982\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 2115, nome = ""DEPUTADO ROBERTO LUIZ SOARES"", partido = ""PDS"")",NA,DELIBERAÇÃO DE PLENÁRIO,NULL,ARQUIVO,19830131,NA,NA
Remissivo,PROJETO DE LEI,PL,1986,1982,DEPUTADO ROBERTO LUIZ SOARES               PDS,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO RURAL DE ASSISTÊNCIA
À INFÂNCIA, COM SEDE NA CIDADE DE BERILO.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BERILO.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1982-08-14,000149682,PL. 1986 1982 - PROJETO DE LEI,2115,UTILIDADE PÚBLICA,NA,20120131,1146,rosanacf,1982-08-12,"list(passo = 1, data = ""1982-08-12"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 25 8 1982\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 2115, nome = ""DEPUTADO ROBERTO LUIZ SOARES"", partido = ""PDS"")",NA,DELIBERAÇÃO DE PLENÁRIO,NULL,ARQUIVO,19830131,NA,NA
