dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,tema,indexacao,observacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,prazo,matricula,assuntoGeral,legislacaoCitada,norma,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,linksOrigem,acompanhamento,regime,local,arquivamento,autoresEstruturados,linkLegislacao.url,linkLegislacao.rotulo,proposicaoLei.descricao
Remissivo,PROJETO DE LEI,PL,2725,1986,GOVERNADOR HÉLIO GARCIA,"AUTORIZA O PODER EXECUTIVO A REVERTER IMÓVEL AO PATRIMÔNIO DO MUNICÍPIO
DE RESENDE COSTA.",NA,"AUTORIZAÇÃO, EXECUTIVO, REVERSÃO, IMÓVEL, MUNICÍPIO, RESENDE COSTA.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1986-12-17,000146621,PL. 2725 1986 - PROJETO DE LEI,030 DIAS.   DATA LIMITE: 30/03/1987,,IMÓVEL,NA,LEI 9410 1987 - LEI ORDINÁRIA,20120529,1626,rosanacf,1987-05-11,"list(passo = 9:1, data = c(""1987-05-11"", ""1987-04-24"", ""1987-04-14"", ""1987-04-10"", ""1987-04-08"", ""1987-04-01"", ""1987-03-31"", ""1987-03-10"", ""1986-12-11""), local = c(""GOVERNADOR DO ESTADO"", ""COORDENAÇÃO REDAÇÃO E REVISÃO"", ""PLENÁRIO"", ""COMISSÃO REDAÇÃO"", ""PLENÁRIO"", ""PLENÁRIO"", ""REUNIÃO CONJUNTA DE COMISSÕES"", ""PLENÁRIO"", ""PLENÁRIO""), historico = c(""PROPOSIÇÃO DE LEI SANCIONADA.\nLEI PUBLICADA NO DIÁRIO DO EXECUTIVO EM 12 5 1987."", ""REMESSA DO OFÍCIO 499/1987/CRR AO GOVERNADOR DO ESTADO\nENCAMINHANDO A PROPOSIÇÃO DE LEI 10058 PARA SANÇÃO."", 
""APROVADO EM REDAÇÃO FINAL."", ""REDAÇÃO FINAL.\nRELATOR: DEP. JOSÉ MARIA CHAVES.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 14 4 1987."", ""APROVADO EM DISCUSSÃO ÚNICA.\nÀ COMISSÃO DE REDAÇÃO.\nRECEBIDO NA CR EM 9 4 1987."", ""NOMEADO RELATOR EM PLENÁRIO O DEP. ROMEU QUEIROZ.\nENCERRADA A DISCUSSÃO ÚNICA E ADIADA A VOTAÇÃO POR FALTA\nDE QUORUM."", ""CCJ CE CFO.\nDISCUSSÃO ÚNICA.\nDEVOLVIDO AO DEPARTAMENTO DE PLENÁRIO POR TER-SE ESGOTADO\nO PRAZO DE APRECIAÇÃO PELAS COMISSÕES."", ""ESGOTADO O PRAZO REGIMENTAL SEM APRESENTAÇÃO DE EMENDAS,\nVAI O PROJETO AS COMISSÕES DE CONSTITUIÇÃO E JUSTIÇA, DE\nECONOMIA E DE FINANÇAS E ORÇAMENTO.\nREUNIÃO CONJUNTA.\nRECEBIDO NA CCJ, CE E CFO EM 10 3 1987."", 
""AGUARDANDO EMENDAS, NA MESA, PELO PRAZO DE TRÊS DIAS.""))",list(),list(),"list(descricao = ""MSG 1317 1986"")",N,NA,NA,NA,NULL,/legislacao/mineira/LEI/9410/1987,LEI 9410 1987 - LEI ORDINÁRIA,PRL 10058 1987
Remissivo,PROJETO DE LEI,PL,2724,1986,GOVERNADOR HÉLIO GARCIA,"DÁ NOVA REDAÇÃO A DISPOSITIVOS DA LEI 6624, DE 18 DE JUNHO DE
1975, MODIFICADA PELO ARTIGO 4 DA LEI 9089, DE 13 DE DEZEMBRO DE
1985.
(ALTERA A ORGANIZAÇÃO BÁSICA DA POLÍCIA MILITAR).","ADMINISTRAÇÃO PÚBLICA
SEGURANÇA PÚBLICA","ALTERAÇÃO, REDAÇÃO, LEI ESTADUAL, DISPOSIÇÃO, ORGANIZAÇÃO, (PMMG).",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1986-12-17,000146622,PL. 2724 1986 - PROJETO DE LEI,NA,,"POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS (PMMG)
ORGANIZAÇÃO ADMINISTRATIVA","LEI 6624 1985 - LEI ORDINÁRIA
LEI 9089 1985 - LEI ORDINÁRIA",LEI 9774 1989 - LEI ORDINÁRIA,20131008,1614,rosanacf,1989-06-07,"list(passo = 15:1, data = c(""1989-06-07"", ""1989-05-29"", ""1989-05-24"", ""1989-05-23"", ""1989-05-10"", ""1989-04-05"", ""1987-11-25"", ""1987-11-18"", ""1987-06-30"", ""1987-05-26"", ""1987-05-13"", ""1987-04-14"", ""1987-04-02"", ""1987-03-09"", ""1986-12-11""), local = c(""GOVERNADOR DO ESTADO"", ""COORDENAÇÃO REDAÇÃO E REVISÃO"", ""PLENÁRIO"", ""COMISSÃO REDAÇÃO"", ""PLENÁRIO"", ""COMISSÃO FINANÇAS E ORÇAMENTO"", ""PLENÁRIO"", ""COMISSÃO SEGURANÇA"", ""PLENÁRIO"", ""COMISSÃO FINANÇAS E ORÇAMENTO"", ""COMISSÃO SEGURANÇA"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", 
""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO"", ""PLENÁRIO""), historico = c(""PROPOSIÇÃO DE LEI SANCIONADA.\nLEI 9774 PUBLICADA NO DIÁRIO DO EXECUTIVO EM 7 6 1989."", ""REMESSA DO OFÍCIO 1105/1989/CRR AO GOVERNADOR DO ESTADO\nENCAMINHANDO A PROPOSIÇÃO DE LEI 10460 PARA SANÇÃO."", ""APROVADO EM REDAÇÃO FINAL.\nÀ SANÇÃO."", ""REDAÇÃO FINAL.\nRELATOR: DEP. MAURO MORAES.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 27 5 1989."", ""APROVADO EM TERCEIRA DISCUSSÃO.\nÀ COMISSÃO DE REDAÇÃO.\nRECEBIDO NA CR EM 10 5 1989."", 
""TERCEIRA DISCUSSÃO.\nRELATOR: DEP. JOSÉ BONIFÁCIO.\nPARECER PELA APROVAÇÃO DO PROJETO COM A EMENDA 2 DO\nRELATOR. APROVADO.\nPUBLICADO NO DL EM 7 4 1989."", ""APROVADO EM SEGUNDA DISCUSSÃO, REJEITADA A EMENDA 1.\nÀ COMISSÃO DE FINANÇAS E ORÇAMENTO.\nRECEBIDO NA CFO EM 25 11 1987."", ""SEGUNDA DISCUSSÃO.\nRELATOR: DEP. JOSÉ MARIA CHAVES.\nPARECER PELA REJEIÇÃO DA EMENDA 1. APROVADO.\nPUBLICADO NO DL EM 24 11 1987."", ""ENCERRADA A SEGUNDA DISCUSSÃO.\nÀ COMISSÃO DE SEGURANÇA PARA EMITIR PARECER SOBRE A\nEMENDA 1, DO DEP. JOSÉ MARIA PINTO.\nEMENDA PUBLICADA NO DL  2 7 1987.\nRECEBIDO NA CSEG EM 2 7 1987."", 
""SEGUNDA DISCUSSÃO.\nRELATOR: DEP. LUÍS GAMBOGI\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 29 5 1987."", ""SEGUNDA DISCUSSÃO.\nRELATOR: DEP. ADEMIR LUCAS.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 29 5 1987.\nRECEBIDO NA CFO EM 13 5 1987."", ""SEGUNDA DISCUSSÃO.\nRELATOR: DEP. JOSÉ FERRAZ\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 23 4 1987 E REPUBLICADO EM 29 5 1987\nRECEBIDO NA CSEG EM 27 4 1987"", ""SEGUNDA DISCUSSÃO.\nRELATOR: DEP. JOSÉ FERRAZ"", ""APROVADO EM PRIMEIRA DISCUSSÃO.\nÀS COMISSÕES DE CONSTITUIÇÃO E JUSTIÇA, DE SEGURANÇA E DE\nFINANÇAS E ORÇAMENTO.\nRECEBIDO NA CCJ EM 10 3 1987."", 
""AGUARDANDO INCLUSÃO EM ORDEM DO DIA PARA PRIMEIRA DISCUSSÃO.""))",list(),list(),"list(descricao = ""MSG 1313 1986"")",N,NA,NA,NA,NULL,/legislacao/mineira/LEI/9774/1989,LEI 9774 1989 - LEI ORDINÁRIA,PRL 10460 1989
Remissivo,PROJETO DE LEI,PL,2719,1986,DEPUTADO HUGO GONTIJO                      PMDB,"DÁ A DENOMINAÇÃO DE FRANCISCO ABREU DE ARAÚJO À RODOVIA QUE LIGA CAMPO
DO MEIO A CAMPOS GERAIS.",NA,"DENOMINAÇÃO, RODOVIA, MUNICÍPIO, CAMPO DO MEIO, CAMPOS GERAIS.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1986-12-02,000146630,PL. 2719 1986 - PROJETO DE LEI,NA,2799,PRÓPRIO PÚBLICO,NA,NA,20120307,1526,rosanacf,1986-11-28,"list(passo = 1, data = ""1986-11-28"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,ARQUIVO,19870131,"list(id = 2799, nome = ""DEPUTADO HUGO GONTIJO"", partido = ""PMDB"")",NA,NA,NA
Remissivo,PROJETO DE LEI,PL,2718,1986,DEPUTADO JOSÉ MARIA BORGES                 PMDB,INSTITUI A MEDALHA DO MÉRITO DA MÚSICA SERTANEJA.,CULTURA,"CRIAÇÃO, MEDALHA, MÚSICA.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1986-12-02,000146631,PL. 2718 1986 - PROJETO DE LEI,NA,2806,HOMENAGEM,NA,NA,20150327,1713,malves,1986-11-28,"list(passo = 1, data = ""1986-11-28"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,ARQUIVO,19870131,"list(id = 2806, nome = ""DEPUTADO JOSÉ MARIA BORGES"", partido = ""PMDB"")",NA,NA,NA
Remissivo,PROJETO DE LEI,PL,2717,1986,DEPUTADO JOÃO ROSA                         PMDB,"DÁ A DENOMINAÇÃO DE ESCOLA ESTADUAL VEREADOR JOAQUIM BORGES DA COSTA À
ESCOLA ESTADUAL DE CAREAÇU, DE PRIMEIRO GRAU, DO MUNICÍPIO DE CAREAÇU.",NA,"DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, CAREAÇU.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1986-12-02,000146632,PL. 2717 1986 - PROJETO DE LEI,NA,2803,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,NA,20120309,1512,rosanacf,1986-11-28,"list(passo = 1, data = ""1986-11-28"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,ARQUIVO,19870131,"list(id = 2803, nome = ""DEPUTADO JOÃO ROSA"", partido = ""PMDB"")",NA,NA,NA
Remissivo,PROJETO DE LEI,PL,2716,1986,DEPUTADO SÉRGIO EMÍLIO                     PMDB,"DÁ A DENOMINAÇÃO DE DEPUTADO RENATO AZEREDO AO POSTO DE SAÚDE DO
DISTRITO DE FECHADOS, NO MUNICÍPIO DE SANTANA DE PIRAPAMA.",NA,"DENOMINAÇÃO, POSTO DE SAÚDE, MUNICÍPIO, SANTANA DO PIRAPAMA.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1986-11-29,000146633,PL. 2716 1986 - PROJETO DE LEI,NA,2052,PRÓPRIO PÚBLICO,NA,NA,20120309,1513,rosanacf,1986-11-27,"list(passo = 1, data = ""1986-11-27"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,NA,ARQUIVO,19870131,"list(id = 2052, nome = ""DEPUTADO SÉRGIO EMÍLIO"", partido = ""PMDB"")",NA,NA,NA
Remissivo,PROJETO DE LEI,PL,2711,1986,DEPUTADO JOSÉ BONIFÁCIO FILHO              PDS,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO DA IGREJA DE SÃO
VICENTE, COM SEDE NO DISTRITO DE CORREIA DE ALMEIDA, MUNICÍPIO
DE BARBACENA.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BARBACENA.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1986-11-28,000146639,PL. 2711 1986 - PROJETO DE LEI,NA,1697,UTILIDADE PÚBLICA,NA,NA,20120123,0920,rosanacf,1986-11-26,"list(passo = 1, data = ""1986-11-26"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,ARQUIVO,19870131,"list(id = 1697, nome = ""DEPUTADO JOSÉ BONIFÁCIO FILHO"", partido = ""PDS"")",NA,NA,NA
Remissivo,PROJETO DE LEI,PL,2709,1986,DEPUTADO PAULO ARAÚJO                      PMDB,"DECLARA DE UTILIDADE PÚBLICA A SANTA CASA DE MISERICÓRDIA
PADRE EUSTÁQUIO, COM SEDE NA CIDADE DE IBIÁ.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, IBIÁ.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1986-11-27,000146640,PL. 2709 1986 - PROJETO DE LEI,NA,2810,UTILIDADE PÚBLICA,NA,NA,20120123,0921,rosanacf,1986-11-25,"list(passo = 1, data = ""1986-11-25"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA.\nDESARQUIVADO A REQUERIMENTO DO DEP. JOSÉ LAVIOLA.\nRECEBEU O NÚMERO PL 58 1987."")","list(expressao = ""(PL adj '58' adj 1987[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 58 1987"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%2758%27+adj+1987%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 58, ano = 1987)",list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,ARQUIVO,19870131,"list(id = 2810, nome = ""DEPUTADO PAULO ARAÚJO"", partido = ""PMDB"")",NA,NA,NA
Remissivo,PROJETO DE LEI,PL,2708,1986,DEPUTADO PAULO ARAÚJO                      PMDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO COMERCIAL E INDUSTRIAL
DE CONTAGEM - ACIC -, COM SEDE NA CIDADE DE CONTAGEM.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, CONTAGEM.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1986-11-27,000146641,PL. 2708 1986 - PROJETO DE LEI,NA,2810,UTILIDADE PÚBLICA,NA,NA,20120123,0925,rosanacf,1986-11-25,"list(passo = 1, data = ""1986-11-25"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA.\nDESARQUIVADO A REQUERIMENTO DO DEP. RAIMUNDO ALBERGARIA.\nRECEBEU O NÚMERO PL 559 1987."")","list(expressao = ""(PL adj '559' adj 1987[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 559 1987"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%27559%27+adj+1987%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 559, ano = 1987)",list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,ARQUIVO,19870131,"list(id = 2810, nome = ""DEPUTADO PAULO ARAÚJO"", partido = ""PMDB"")",NA,NA,NA
Remissivo,PROJETO DE LEI,PL,2699,1986,GOVERNADOR DO ESTADO,"DISPÕE SOBRE O INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO
ESTADO DE MINAS GERAIS - IPSEMG. (REGIME JURÍDICO DO
IPSEMG - REGULAMENTAÇÃO ATRAVÉS DE DECRETO).",ADMINISTRAÇÃO PÚBLICA,NA,"ERRATA PUBLICADA NO DL EM 19 12 1986, PÁG 88.",TRANSFORMADO EM NORMA JURÍDICA COM VETO PARCIAL,TNJVP,PROPOSIÇÕES APROVADAS,MAPRV,1986-11-22,000146652,PL. 2699 1986 - PROJETO DE LEI,NA,,INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS (IPSEMG),NA,LEI 9380 1986 - LEI ORDINÁRIA,20131011,1658,rosanacf,1986-11-21,"list(passo = 1, data = ""1986-11-21"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 28 11 1986, COM EMENDA 1\nREDAÇÃO FINAL\nAPROVAÇÃO: 28 11 1986\nCOMISSÕES:\nJUSTIÇA, SERVIÇO PÚBLICO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 28 1 1986\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 2 12 1986\nVETADO PARCIALMENTE\nPUBLICAÇÃO DA LEI: 19 12 1986\nVETO PARCIAL MANTIDO."")",list(),list(),"list(descricao = ""MSG 1307 1986"")",N,DELIBERAÇÃO DE PLENÁRIO,NA,NA,NULL,/legislacao/mineira/LEI/9380/1986,LEI 9380 1986 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,2698,1986,GOVERNADOR DO ESTADO,"ACRESCENTA PARÁGRAFOS AO ARTIGO 1 DA LEI 9263, DE 11 DE SETEMBRO DE 1986,
E DÁ OUTRAS PROVIDÊNCIAS. (ESTATUTO DO MAGISTÉRIO).","ADMINISTRAÇÃO PÚBLICA
EDUCAÇÃO","ALTERAÇÃO, ESTATUTO DO MAGISTÉRIO.
ALTERAÇÃO, NORMAS, REAJUSTAMENTO, VENCIMENTOS, SERVIDOR, QUADRO DE
PESSOAL, MAGISTÉRIO.
NORMAS, EXERCÍCIO, CARGO EM COMISSÃO, DIRETOR, ESTABELECIMENTO DE
ENSINO, SERVIDOR, OCUPANTE, CARGO EFETIVO, QUADRO DE PESSOAL,
MAGISTÉRIO.
NORMAS, OPÇÃO, JORNADA DE TRABALHO, INSPETOR ESCOLAR, QUADRO DE
PESSOAL, MAGISTÉRIO.
NORMAS, VENCIMENTOS, DIRETOR, ESTABELECIMENTO DE ENSINO.
NORMAS, REAJUSTAMENTO, VENCIMENTOS, SERVIDOR, QUADRO DE PESSOAL,
MAGISTÉRIO, DIREITOS, APOSTILAMENTO, CARGO EM COMISSÃO, DIRETOR,
ESTABELECIMENTO DE ENSINO.
NORMAS, OPÇÃO, CLASSE, QUADRO PERMANENTE, SERVIDOR, OCUPANTE, CARGO
EFETIVO, QUADRO SUPLEMENTAR, ADMINISTRAÇÃO DIRETA, EXECUTIVO.
PRORROGAÇÃO, PRAZO, OPÇÃO, VENCIMENTOS, SERVIDOR, GARANTIA,
REMUNERAÇÃO, CARGO EM COMISSÃO, DIREITOS, APOSTILAMENTO, APOSENTADORIA.
ALTERAÇÃO, DENOMINAÇÃO, INSPETORIA DE FINANÇAS, ÓRGÃOS, ADMINISTRAÇÃO
DIRETA, EXECUTIVO, TRANSFORMAÇÃO, SUPERINTENDÊNCIA DE FINANÇAS.
EXTINÇÃO, CARGO EM COMISSÃO, DIRETOR, QUADRO PERMANENTE, ADMINISTRAÇÃO
DIRETA, EXECUTIVO, LOTAÇÃO, INSPETORIA DE FINANÇAS.
CRIAÇÃO, CARGO EM COMISSÃO, DIRETOR, QUADRO PERMANENTE, ADMINISTRAÇÃO
DIRETA, EXECUTIVO, LOTAÇÃO, SUPERINTENDÊNCIA DE FINANÇAS.
REVOGAÇÃO, NORMAS, READAPTAÇÃO, PESSOA COM DEFICIÊNCIA, SERVIDOR PÚBLICO
ESTADUAL.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1986-11-22,000146653,PL. 2698 1986 - PROJETO DE LEI,NA,,"EXECUTIVO
ORGANIZAÇÃO ADMINISTRATIVA
PESSOA COM DEFICIÊNCIA
PESSOAL",NA,LEI 9347 1986 - LEI ORDINÁRIA,20150803,1038,m17461,1986-11-21,"list(passo = 1, data = ""1986-11-21"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 28 11 1986, COM EMENDA 1\nREDAÇÃO FINAL\nAPROVAÇÃO: 29 11 1986\nCOMISSÕES:\nJUSTIÇA, SERVIÇO PÚBLICO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. ADEMIR LUCAS\nPUBLICAÇÃO: 28 11 1986\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 2 12 1986\nSANCIONADO\nPUBLICAÇÃO DA LEI: 6 12 1986"")",list(),list(),"list(descricao = ""MSG 1306 1986"")",N,DELIBERAÇÃO DE PLENÁRIO,NA,NA,NULL,/legislacao/mineira/LEI/9347/1986,LEI 9347 1986 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,2697,1986,GOVERNADOR DO ESTADO,"CONCEDE PENSÃO ESPECIAL A JOÃO CESCHIATTI E DÁ OUTRAS
PROVIDÊNCIAS.",ADMINISTRAÇÃO PÚBLICA,NA,NA,TRANSFORMADO EM NORMA JURÍDICA COM VETO PARCIAL,TNJVP,PROPOSIÇÕES APROVADAS,MAPRV,1986-11-22,000146654,PL. 2697 1986 - PROJETO DE LEI,NA,,BENEFÍCIO PESSOAL,NA,LEI 9361 1986 - LEI ORDINÁRIA,20131011,1700,rosanacf,1986-11-21,"list(passo = 1, data = ""1986-11-21"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 28 11 1986, COM EMENDA 1\nREDAÇÃO FINAL\nAPROVAÇÃO: 29 11 1986\nCOMISSÕES:\nJUSTIÇA, AÇÃO SOCIAL E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. NEIF JABUR\nPUBLICAÇÃO: 28 11 1986\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 5 12 1986\nVETADO PARCIALMENTE\nPUBLICAÇÃO DA LEI: 12 12 1986\nVETO PARCIAL MANTIDO."")",list(),list(),"list(descricao = ""MSG 1305 1986"")",N,DELIBERAÇÃO DE PLENÁRIO,NA,NA,NULL,/legislacao/mineira/LEI/9361/1986,LEI 9361 1986 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,2696,1986,GOVERNADOR DO ESTADO,"ALTERA DISPOSIÇÕES DA LEI 7855, DE 17 DE NOVEMBRO DE 1980, E DÁ
OUTRAS PROVIDÊNCIAS. (ALTERA A LEI ORGÂNICA DO INSTITUTO DE PREVIDÊNCIA
DO LEGISLATIVO DO ESTADO DE MINAS GERAIS E DÁ OUTRAS PROVIDÊNCIAS.)",ADMINISTRAÇÃO PÚBLICA,"ALTERAÇÃO, LEI ORGÂNICA, INSTITUTO DE PREVIDÊNCIA DO LEGISLATIVO DO
ESTADO DE MINAS GERAIS (IPLEMG).
ALTERAÇÃO, OBJETIVO, NORMAS, RECEITA, CONCESSÃO, BENEFÍCIO, ASSOCIADO,
INSTITUTO DE PREVIDÊNCIA DO LEGISLATIVO DO ESTADO DE MINAS GERAIS
(IPLEMG).
ALTERAÇÃO, NORMAS, COMPOSIÇÃO, DIRETORIA, INSTITUTO DE PREVIDÊNCIA DO
LEGISLATIVO DO ESTADO DE MINAS GERAIS (IPLEMG).
ALTERAÇÃO, NORMAS, SERVIÇO, APOIO ADMINISTRATIVO, INSTITUTO DE
PREVIDÊNCIA DO LEGISLATIVO DO ESTADO DE MINAS GERAIS (IPLEMG).
NORMAS, PROVENTOS, APOSENTADORIA, DEPUTADO ESTADUAL, ASSOCIADO,
INSTITUTO DE PREVIDÊNCIA DO LEGISLATIVO DO ESTADO DE MINAS GERAIS
(IPLEMG).
ALTERAÇÃO, NORMAS, CONCESSÃO, PENSÃO ESPECIAL, VIÚVA, FILHO MENOR,
EX-DEPUTADO ESTADUAL.
AUTORIZAÇÃO, TRANSFORMAÇÃO, (PRELEGIS), ÓRGÃO AUTÔNOMO.
NORMAS, CONTAGEM, TEMPO, MANDATO ELETIVO, CONTRIBUIÇÃO, DEPUTADO
ESTADUAL, INSTITUTO DE PREVIDÊNCIA DO LEGISLATIVO DO ESTADO DE MINAS
GERAIS (IPLEMG), EFEITO, APOSENTADORIA, ESPECIFICAÇÃO, LEGISLATURA.
ALTERAÇÃO, NORMAS, DISPOSIÇÃO, INSTITUTO DE PREVIDÊNCIA DO LEGISLATIVO
DO ESTADO DE MINAS GERAIS (IPLEMG), SERVIDOR, QUADRO DE PESSOAL,
SECRETARIA, (ALMG).
AUTORIZAÇÃO, EXECUTIVO, ABERTURA, CRÉDITO SUPLEMENTAR.
REVOGAÇÃO, BENEFÍCIO, ABONO ESPECIAL, INSTITUTO DE PREVIDÊNCIA DO
LEGISLATIVO DO ESTADO DE MINAS GERAIS (IPLEMG)).",NA,TRANSFORMADO EM NORMA JURÍDICA COM VETO PARCIAL,TNJVP,PROPOSIÇÕES APROVADAS,MAPRV,1986-11-22,000146655,PL. 2696 1986 - PROJETO DE LEI,NA,,INSTITUTO DE PREVIDÊNCIA DO LEGISLATIVO DO ESTADO DE MINAS GERAIS (IPLEMG),NA,LEI 9379 1986 - LEI ORDINÁRIA,20160517,1417,malves,1986-11-21,"list(passo = 1, data = ""1986-11-21"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 27 11 1986, COM EMENDAS\nREDAÇÃO FINAL\nAPROVAÇÃO: 29 11 1986\nCOMISSÕES:\nJUSTIÇA, AÇÃO SOCIAL E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. ANTÔNIO ARAÚJO\nPUBLICAÇÃO: 26 11 1986\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JAIRO MAGALHÃES ALVES\nPUBLICAÇÃO: 2 12 1986\nVETADO PARCIALMENTE\nPUBLICAÇÃO DA LEI: 19 12 1986\nVETO PARCIAL MANTIDO."")",list(),list(),"list(descricao = ""MSG 1304 1986"")",N,DELIBERAÇÃO DE PLENÁRIO,NA,NA,NULL,/legislacao/mineira/LEI/9379/1986,LEI 9379 1986 - LEI ORDINÁRIA,NA
