autor,assuntoGeral,n
GOVERNADOR ANTONIO AUGUSTO JUNHO ANASTASIA,TRIBUNAL DE JUSTIÃ‡A MILITAR DO ESTADO DE MINAS GERAIS (TJMMG),28
TRIBUNAL DE JUSTIÃ‡A,TRIBUNAL DE JUSTIÃ‡A MILITAR DO ESTADO DE MINAS GERAIS (TJMMG),13
Deputado Cleitinho Azevedo,Tributo,30
Deputado Coronel Sandro,Tributo,24
Deputado Doutor Jean Freire,Tributo,22
Governador Romeu Zema Neto,Tributo,20
Deputado Gil Pereira,Tributo,16
Deputado Elismar Prado,Tributo,10
Deputado Mauro Tramonte,Tributo,10
Deputado Professor Cleiton,Tributo,10
Deputado Roberto Andrade,Tributo,10
Deputado Alencar da Silveira Jr.,Tributo,6
Deputado Ulysses Gomes,Tributo,6
Governador Fernando Damata Pimentel,Tributo,6
Deputado Lafayette de Andrada,Tributos,32
Deputado Alencar da Silveira Jr.,Tributos,16
Deputado Carlos Henrique,Tributos,9
Governador Fernando Damata Pimentel,Tributos,9
GOVERNADOR EDUARDO AZEREDO,TRIBUTOS,58
DEPUTADO LEONARDO MOREIRA,TRIBUTOS,44
DEPUTADO SÃVIO SOUZA CRUZ,TRIBUTOS,20
DEPUTADO ANTÃ”NIO ANDRADE,TRIBUTOS,18
DEPUTADO CÃ‰LIO MOREIRA,TRIBUTOS,14
GOVERNADOR ITAMAR FRANCO,TRIBUTOS,14
DEPUTADO OLINTO GODINHO,TRIBUTOS,13
DEPUTADO DUARTE BECHIR,TRIBUTOS,12
DEPUTADO IRANI BARBOSA,TRIBUTOS,12
GOVERNADOR HÃ‰LIO GARCIA,TRIBUTOS,12
DEPUTADO DEIRÃ“ MARRA,TRIBUTOS,11
COMISSÃƒO PARLAMENTAR DE INQUÃ‰RITO,TRIBUTOS,10
DEPUTADO LAFAYETTE DE ANDRADA,TRIBUTOS,10
DEPUTADO CARLOS HENRIQUE,TRIBUTOS,9
DEPUTADO DINIS PINHEIRO,TRIBUTOS,9
DEPUTADO FRED COSTA,TRIBUTOS,9
DEPUTADO LUIZ HUMBERTO CARNEIRO,TRIBUTOS,9
DEPUTADO PAULO CÃ‰SAR,TRIBUTOS,9
GOVERNADOR ALBERTO PINTO COELHO JÃšNIOR,TRIBUTOS,9
GOVERNADOR ANTONIO AUGUSTO JUNHO ANASTASIA,TRIBUTOS,9
Deputado RogÃ©rio Correia,Turismo,9
DEPUTADO DALMO RIBEIRO SILVA,TURISMO,14
"COMISSÃƒO EDUCAÃ‡ÃƒO, CULTURA, DESPORTO E TURISMO E LAZER",TURISMO,10
DEPUTADO GUSTAVO PERRELLA,TURISMO,9
DEPUTADO ÃLVARO ANTÃ”NIO,TURISMO,6
DEPUTADO RONALDO VASCONCELLOS,TURISMO,5
DEPUTADO SEBASTIÃƒO NAVARRO VIEIRA,TURISMO,5
Deputada Beatriz Cerqueira,Universidade do Estado de Minas Gerais (UEMG),12
Governador Fernando Damata Pimentel,Universidade do Estado de Minas Gerais (UEMG),6
GOVERNADOR AÃ‰CIO NEVES,UNIVERSIDADE DO ESTADO DE MINAS GERAIS (UEMG),14
DEPUTADO WANDER BORGES,UNIVERSIDADE DO ESTADO DE MINAS GERAIS (UEMG),9
GOVERNADOR NEWTON CARDOSO,UNIVERSIDADE DO ESTADO DE MINAS GERAIS (UEMG),5
Deputada Beatriz Cerqueira,Universidade Estadual de Montes Claros (UNIMONTES),12
DEPUTADO RUY MUNIZ,UNIVERSIDADE ESTADUAL DE MONTES CLAROS (UNIMONTES),20
GOVERNADOR AÃ‰CIO NEVES,UNIVERSIDADE ESTADUAL DE MONTES CLAROS (UNIMONTES),14
DEPUTADO WANDER BORGES,UNIVERSIDADE ESTADUAL DE MONTES CLAROS (UNIMONTES),9
GOVERNADOR ITAMAR FRANCO,UNIVERSIDADE ESTADUAL DE MONTES CLAROS (UNIMONTES),6
Deputado Charles Santos,Utilidade PÃºblica,130
Deputado RogÃ©rio Correia,Utilidade PÃºblica,117
Deputado Thiago Cota,Utilidade PÃºblica,109
Deputado Douglas Melo,Utilidade PÃºblica,101
Deputado Anselmo JosÃ© Domingos,Utilidade PÃºblica,96
Deputado Cristiano Silveira,Utilidade PÃºblica,93
Deputado InÃ¡cio Franco,Utilidade PÃºblica,93
Deputado Paulo Guedes,Utilidade PÃºblica,86
Deputado Duarte Bechir,Utilidade PÃºblica,85
Deputado Dalmo Ribeiro Silva,Utilidade PÃºblica,80
Deputado JoÃ£o VÃ­tor Xavier,Utilidade PÃºblica,74
Deputado AntÃ´nio Carlos Arantes,Utilidade PÃºblica,72
Deputado Hely TarqÃ¼Ã­nio,Utilidade PÃºblica,72
Deputado Noraldino JÃºnior,Utilidade PÃºblica,72
Deputado LÃ©o Portela,Utilidade PÃºblica,68
DEPUTADO PAULO GUEDES,UTILIDADE PÃšBLICA,299
DEPUTADO ANDRÃ‰ QUINTÃƒO,UTILIDADE PÃšBLICA,293
DEPUTADO DALMO RIBEIRO SILVA,UTILIDADE PÃšBLICA,284
DEPUTADA MARIA OLÃVIA,UTILIDADE PÃšBLICA,250
DEPUTADO PADRE JOÃƒO,UTILIDADE PÃšBLICA,248
DEPUTADO RONALDO VASCONCELLOS,UTILIDADE PÃšBLICA,237
DEPUTADO PAULO PIAU,UTILIDADE PÃšBLICA,231
DEPUTADO ADELMO CARNEIRO LEÃƒO,UTILIDADE PÃšBLICA,214
DEPUTADO ANTÃ”NIO JÃšLIO,UTILIDADE PÃšBLICA,201
DEPUTADO GERALDO REZENDE,UTILIDADE PÃšBLICA,197
DEPUTADO LUIZ HUMBERTO CARNEIRO,UTILIDADE PÃšBLICA,188
DEPUTADA ROSÃ‚NGELA REIS,UTILIDADE PÃšBLICA,173
DEPUTADO SEBASTIÃƒO HELVÃ‰CIO,UTILIDADE PÃšBLICA,166
DEPUTADO JOÃƒO LEITE,UTILIDADE PÃšBLICA,165
DEPUTADO DINIS PINHEIRO,UTILIDADE PÃšBLICA,162
GOVERNADOR NEWTON CARDOSO,NA,70
TRIBUNAL DE CONTAS,NA,17
DEPUTADA MARIA ELVIRA,NA,14
DEPUTADO ANTÃ”NIO CARLOS PEREIRA,NA,14
DEPUTADO PAULO CARVALHO,NA,14
DEPUTADO TARCÃSIO HENRIQUES,NA,14
DEPUTADO FELIPE NERI,NA,10
DEPUTADO JUNINHO ARAÃšJO,NA,10
DEPUTADA MARIA JOSÃ‰ HAUEISEN,NA,7
DEPUTADO AILTON VILELA,NA,7
DEPUTADO AMILCAR PADOVANI,NA,7
DEPUTADO ANTONIO FUZATTO,NA,7
DEPUTADO JOSÃ‰ BONIFÃCIO,NA,7
DEPUTADO MARCELO CECÃ‰,NA,7
DEPUTADO PAULO PETTERSEN,NA,7
DEPUTADO SEBASTIÃƒO HELVÃ‰CIO,NA,7
